primary_code,domicile_id,asset_universe,,
68093159,KOR,Exchange Traded Funds,,
68093300,LUX,Mutual Funds,,
68093303,CAN,Exchange Traded Funds,,
68093304,CAN,Exchange Traded Funds,,
68093305,CAN,Exchange Traded Funds,,
68093306,CAN,Exchange Traded Funds,,
68093307,CAN,Exchange Traded Funds,,
68093308,CAN,Exchange Traded Funds,,
68093468,CHN,Mutual Funds,,
68093469,CHN,Exchange Traded Funds,,
68093470,CHN,Mutual Funds,,
68093471,CHN,Mutual Funds,,
68093472,CHN,Mutual Funds,,
68093473,CHN,Mutual Funds,,
68093476,CHN,Mutual Funds,,
68093477,CHN,Mutual Funds,,
68093478,CHN,Mutual Funds,,
68093479,CHN,Exchange Traded Funds,,
68093480,CHN,Mutual Funds,,
68144202,CHN,Mutual Funds,,
68093482,CHN,Mutual Funds,,
68093484,CHN,Mutual Funds,,
68093485,CHN,Mutual Funds,,
68093486,CHN,Exchange Traded Funds,,
68093487,CHN,Mutual Funds,,
68093488,CHN,Mutual Funds,,
68093489,CHN,Mutual Funds,,
68093490,CHN,Mutual Funds,,
68093491,CHN,Mutual Funds,,
68093492,CHN,Mutual Funds,,
68093494,CHN,Mutual Funds,,
68093495,CHN,Mutual Funds,,
68093496,CHN,Mutual Funds,,
68093497,CHN,Mutual Funds,,
68093498,CHN,Mutual Funds,,
68093499,CHN,Mutual Funds,,
68093500,CHN,Mutual Funds,,
68093501,CHN,Mutual Funds,,
68093502,CHN,Mutual Funds,,
68093503,CHN,Mutual Funds,,
68093504,CHN,Mutual Funds,,
68093505,CHN,Mutual Funds,,
68093506,CHN,Mutual Funds,,
68093507,CHN,Mutual Funds,,
68093508,CHN,Mutual Funds,,
68093509,CHN,Mutual Funds,,
68093510,CHN,Exchange Traded Funds,,
68093511,CHN,Mutual Funds,,
68093512,CHN,Mutual Funds,,
68093513,CHN,Mutual Funds,,
68093514,CHN,Mutual Funds,,
68093515,CHN,Exchange Traded Funds,,
68093516,CHN,Mutual Funds,,
68093517,CHN,Mutual Funds,,
68093650,NLD,Exchange Traded Funds,,
68093657,NLD,Exchange Traded Funds,,
68093668,NLD,Exchange Traded Funds,,
68093695,NLD,Exchange Traded Funds,,
68093874,IRL,Mutual Funds,,
68093885,IRL,Mutual Funds,,
68094297,LUX,Mutual Funds,,
68094403,BRA,Exchange Traded Funds,,
68094554,KOR,Exchange Traded Funds,,
68094555,KOR,Exchange Traded Funds,,
68094599,IRL,Exchange Traded Funds,,
68094600,CAN,Exchange Traded Funds,,
68095100,IRL,Exchange Traded Funds,,
68095420,TWN,Mutual Funds,,
68095423,TWN,Mutual Funds,,
68095424,TWN,Mutual Funds,,
68095425,TWN,Mutual Funds,,
68095428,TWN,Mutual Funds,,
68095430,TWN,Mutual Funds,,
68095431,TWN,Mutual Funds,,
68095434,TWN,Mutual Funds,,
68095435,TWN,Mutual Funds,,
68095436,TWN,Mutual Funds,,
68095438,TWN,Mutual Funds,,
68095441,TWN,Exchange Traded Funds,,
68095444,TWN,Exchange Traded Funds,,
68095446,TWN,Mutual Funds,,
68095448,TWN,Mutual Funds,,
68095449,TWN,Mutual Funds,,
68095453,TWN,Mutual Funds,,
68095459,TWN,Mutual Funds,,
68095460,TWN,Mutual Funds,,
68095461,TWN,Mutual Funds,,
68095466,TWN,Mutual Funds,,
68095468,TWN,Mutual Funds,,
68100547,KOR,Exchange Traded Funds,,
68100765,IND,Exchange Traded Funds,,
68100898,LUX,Mutual Funds,,
68100928,AUS,Exchange Traded Funds,,
68101275,IRL,Exchange Traded Funds,,
68101308,CAN,Exchange Traded Funds,,
68101842,LUX,Exchange Traded Funds,,
68101843,LUX,Exchange Traded Funds,,
68101844,LUX,Exchange Traded Funds,,
68101845,LUX,Exchange Traded Funds,,
68102174,SWE,Mutual Funds,,
68102201,CAN,Exchange Traded Funds,,
68102818,AUS,Exchange Traded Funds,,
68102819,AUS,Exchange Traded Funds,,
68102820,AUS,Exchange Traded Funds,,
68081157,MEX,Mutual Funds,,
68103801,IRL,Exchange Traded Funds,,
68103802,IRL,Exchange Traded Funds,,
68103803,IRL,Exchange Traded Funds,,
68103804,IRL,Exchange Traded Funds,,
68103805,IRL,Exchange Traded Funds,,
68103806,IRL,Exchange Traded Funds,,
68103807,IRL,Exchange Traded Funds,,
68103808,IRL,Exchange Traded Funds,,
68521425,IRL,Exchange Traded Funds,,
68103810,IRL,Exchange Traded Funds,,
68104558,ZAF,Exchange Traded Funds,,
68104559,ZAF,Exchange Traded Funds,,
68104678,IRL,Mutual Funds,,
68105012,IND,Exchange Traded Funds,,
68105570,LUX,Mutual Funds,,
68106152,FRA,Exchange Traded Funds,,
68106153,FRA,Exchange Traded Funds,,
68106154,FRA,Exchange Traded Funds,,
68272777,LUX,Mutual Funds,,
68106988,IRL,Exchange Traded Funds,,
68107046,LUX,Mutual Funds,,
68107093,BRA,Exchange Traded Funds,,
68107660,CAN,Exchange Traded Funds,,
68107661,CAN,Exchange Traded Funds,,
68107662,CAN,Exchange Traded Funds,,
68107663,CAN,Exchange Traded Funds,,
68107664,CAN,Exchange Traded Funds,,
68107665,CAN,Exchange Traded Funds,,
68107689,CAN,Exchange Traded Funds,,
68107691,CAN,Exchange Traded Funds,,
68107849,JEY,Exchange Traded Funds,,
68107850,JEY,Exchange Traded Funds,,
68313424,JEY,Exchange Traded Funds,,
68107855,JEY,Exchange Traded Funds,,
68107856,JEY,Exchange Traded Funds,,
68107857,JEY,Exchange Traded Funds,,
68107859,JEY,Exchange Traded Funds,,
68107860,JEY,Exchange Traded Funds,,
68107861,JEY,Exchange Traded Funds,,
68107864,JEY,Exchange Traded Funds,,
68107865,JEY,Exchange Traded Funds,,
68107868,JEY,Exchange Traded Funds,,
68107869,JEY,Exchange Traded Funds,,
68107874,JEY,Exchange Traded Funds,,
68107875,JEY,Exchange Traded Funds,,
68107876,JEY,Exchange Traded Funds,,
68107877,JEY,Exchange Traded Funds,,
68107878,JEY,Exchange Traded Funds,,
68107879,JEY,Exchange Traded Funds,,
68107880,JEY,Exchange Traded Funds,,
68107881,JEY,Exchange Traded Funds,,
68135944,LUX,Mutual Funds,,
68107914,LUX,Mutual Funds,,
68107928,LUX,Mutual Funds,,
68109768,LUX,Mutual Funds,,
68112757,JEY,Exchange Traded Funds,,
68112805,CAN,Exchange Traded Funds,,
68114787,CYM,Mutual Funds,,
68114973,KOR,Exchange Traded Funds,,
68115021,IRL,Exchange Traded Funds,,
60013193,IRL,Mutual Funds,,
60077122,IRL,Mutual Funds,,
65020476,IRL,Mutual Funds,,
68115335,JEY,Exchange Traded Funds,,
68115340,JEY,Exchange Traded Funds,,
68115350,JEY,Exchange Traded Funds,,
68115351,JEY,Exchange Traded Funds,,
68115352,JEY,Exchange Traded Funds,,
68115353,JEY,Exchange Traded Funds,,
68115354,JEY,Exchange Traded Funds,,
68115355,JEY,Exchange Traded Funds,,
68115356,JEY,Exchange Traded Funds,,
68115357,JEY,Exchange Traded Funds,,
68115358,JEY,Exchange Traded Funds,,
68115359,JEY,Exchange Traded Funds,,
68115360,JEY,Exchange Traded Funds,,
68115366,JEY,Exchange Traded Funds,,
68115588,IRL,Exchange Traded Funds,,
68115991,VGB,Mutual Funds,,
68116925,SGP,Exchange Traded Funds,,
68116941,ZAF,Exchange Traded Funds,,
65107523,LUX,Mutual Funds,,
68118545,LUX,Mutual Funds,,
68117764,JEY,Exchange Traded Funds,,
60043049,FRA,Mutual Funds,,
68118217,IRL,Exchange Traded Funds,,
68119174,IRL,Exchange Traded Funds,,
68119181,IRL,Exchange Traded Funds,,
68119183,IRL,Exchange Traded Funds,,
68119184,IRL,Exchange Traded Funds,,
68119185,IRL,Exchange Traded Funds,,
68119186,IRL,Exchange Traded Funds,,
68119203,CHN,Exchange Traded Funds,,
68119204,CHN,Mutual Funds,,
68119205,CHN,Mutual Funds,,
68119206,CHN,Mutual Funds,,
68119208,CHN,Exchange Traded Funds,,
68119209,CHN,Mutual Funds,,
68119210,CHN,Mutual Funds,,
68119211,CHN,Mutual Funds,,
68119212,CHN,Mutual Funds,,
68119213,CHN,Mutual Funds,,
68119214,CHN,Mutual Funds,,
68119215,CHN,Mutual Funds,,
68119216,CHN,Mutual Funds,,
68119217,CHN,Mutual Funds,,
68119218,CHN,Mutual Funds,,
68119219,CHN,Mutual Funds,,
68119222,CHN,Mutual Funds,,
68119224,CHN,Mutual Funds,,
68119225,CHN,Exchange Traded Funds,,
68119226,CHN,Mutual Funds,,
68119227,CHN,Mutual Funds,,
68119228,CHN,Exchange Traded Funds,,
68119229,CHN,Mutual Funds,,
68119231,CHN,Mutual Funds,,
68119232,CHN,Mutual Funds,,
68119233,CHN,Mutual Funds,,
68119234,CHN,Mutual Funds,,
68119235,CHN,Mutual Funds,,
68119236,CHN,Mutual Funds,,
68119237,CHN,Mutual Funds,,
68119240,CHN,Mutual Funds,,
68119242,CHN,Mutual Funds,,
68119532,GBR,Mutual Funds,,
68120041,CYM,Mutual Funds,,
68120392,IRL,Mutual Funds,,
68120449,CHN,Mutual Funds,,
68120468,LUX,Mutual Funds,,
68120532,IND,Exchange Traded Funds,,
68120606,AUS,Exchange Traded Funds,,
68120607,AUS,Exchange Traded Funds,,
68120612,GBR,Mutual Funds,,
68120613,GBR,Mutual Funds,,
68120709,THA,Exchange Traded Funds,,
68120730,THA,Exchange Traded Funds,,
68121060,IRL,Exchange Traded Funds,,
68121157,IRL,Exchange Traded Funds,,
68121226,IRL,Mutual Funds,,
68121254,CAN,Exchange Traded Funds,,
68121439,KOR,Exchange Traded Funds,,
68121685,KOR,Exchange Traded Funds,,
68121686,KOR,Exchange Traded Funds,,
68121901,CHE,Exchange Traded Funds,,
68121903,CHE,Exchange Traded Funds,,
68121914,IRL,Exchange Traded Funds,,
68121915,IRL,Exchange Traded Funds,,
68121916,IRL,Exchange Traded Funds,,
68121917,IRL,Exchange Traded Funds,,
68121918,IRL,Exchange Traded Funds,,
68121920,IRL,Exchange Traded Funds,,
68121921,IRL,Exchange Traded Funds,,
68121922,IRL,Exchange Traded Funds,,
68121923,IRL,Exchange Traded Funds,,
68121924,IRL,Exchange Traded Funds,,
68121925,IRL,Exchange Traded Funds,,
68121926,IRL,Exchange Traded Funds,,
68121927,IRL,Exchange Traded Funds,,
68121930,IRL,Exchange Traded Funds,,
68121931,IRL,Exchange Traded Funds,,
65004203,LUX,Mutual Funds,,
68123058,SWE,Mutual Funds,,
68123676,LUX,Mutual Funds,,
68124011,LUX,Mutual Funds,,
68144066,LUX,Mutual Funds,,
68125447,CYM,Mutual Funds,,
68125448,LUX,Mutual Funds,,
68125452,LUX,Mutual Funds,,
68125469,HKG,Mutual Funds,,
68125484,HKG,Exchange Traded Funds,,
68125487,HKG,Mutual Funds,,
68125490,CYM,Mutual Funds,,
68125531,HKG,Exchange Traded Funds,,
68125590,LUX,Mutual Funds,,
68125808,LUX,Mutual Funds,,
68125898,LUX,Mutual Funds,,
68126161,CHN,Mutual Funds,,
60002389,LUX,Mutual Funds,,
68127199,LUX,Exchange Traded Funds,,
68127201,LUX,Exchange Traded Funds,,
68127205,LUX,Exchange Traded Funds,,
68127207,LUX,Exchange Traded Funds,,
68127997,GBR,Mutual Funds,,
68128260,LUX,Exchange Traded Funds,,
68128261,LUX,Exchange Traded Funds,,
68128262,LUX,Exchange Traded Funds,,
68128837,KOR,Exchange Traded Funds,,
68128903,CHN,Mutual Funds,,
68129175,CAN,Exchange Traded Funds,,
68129667,FIN,Exchange Traded Funds,,
68129668,FIN,Exchange Traded Funds,,
68421210,CAN,Exchange Traded Funds,,
68130120,CAN,Exchange Traded Funds,,
68130189,LUX,Exchange Traded Funds,,
68130242,CAN,Exchange Traded Funds,,
68130291,LUX,Exchange Traded Funds,,
68130893,GBR,Mutual Funds,,
68130925,KOR,Exchange Traded Funds,,
68131291,IRL,Exchange Traded Funds,,
68131649,LUX,Mutual Funds,,
68131652,LUX,Mutual Funds,,
68131655,LUX,Mutual Funds,,
68131661,LUX,Mutual Funds,,
68131683,CHN,Mutual Funds,,
68131684,CHN,Mutual Funds,,
68131685,CHN,Mutual Funds,,
68131686,CHN,Mutual Funds,,
68131689,CHN,Mutual Funds,,
68131690,CHN,Mutual Funds,,
68131691,CHN,Mutual Funds,,
68131692,CHN,Mutual Funds,,
68131694,CHN,Mutual Funds,,
68131701,CHN,Mutual Funds,,
68131702,CHN,Mutual Funds,,
68131705,CHN,Mutual Funds,,
68131708,CHN,Mutual Funds,,
68131709,CHN,Mutual Funds,,
68131710,CHN,Mutual Funds,,
68131711,CHN,Mutual Funds,,
68131712,CHN,Mutual Funds,,
68131713,CHN,Mutual Funds,,
68131714,CHN,Mutual Funds,,
68131715,CHN,Mutual Funds,,
68131716,CHN,Mutual Funds,,
68131717,CHN,Mutual Funds,,
68131718,CHN,Mutual Funds,,
68131719,CHN,Mutual Funds,,
68131722,CHN,Mutual Funds,,
68131726,CHN,Mutual Funds,,
68131727,CHN,Mutual Funds,,
68131728,CHN,Mutual Funds,,
68131731,CHN,Mutual Funds,,
68131732,CHN,Mutual Funds,,
68131742,IRL,Mutual Funds,,
68131998,CAN,Exchange Traded Funds,,
68132118,LUX,Mutual Funds,,
68132310,NOR,Mutual Funds,,
68132758,LUX,Mutual Funds,,
68133251,KOR,Mutual Funds,,
68133332,LUX,Mutual Funds,,
68133400,LUX,Mutual Funds,,
68133516,IND,Exchange Traded Funds,,
68133524,LUX,Mutual Funds,,
68133585,KOR,Exchange Traded Funds,,
68133586,KOR,Exchange Traded Funds,,
68134187,LUX,Exchange Traded Funds,,
68134206,KOR,Exchange Traded Funds,,
68133536,LUX,Mutual Funds,,
68135033,IRL,Exchange Traded Funds,,
68135047,IRL,Exchange Traded Funds,,
68135070,CAN,Exchange Traded Funds,,
68135071,CAN,Exchange Traded Funds,,
68135072,CAN,Exchange Traded Funds,,
68135074,CAN,Exchange Traded Funds,,
68135252,CAN,Exchange Traded Funds,,
68135254,CAN,Exchange Traded Funds,,
68135511,IRL,Mutual Funds,,
68135740,LUX,Exchange Traded Funds,,
68135741,LUX,Exchange Traded Funds,,
68135904,AUS,Exchange Traded Funds,,
68135915,SAU,Exchange Traded Funds,,
68135932,AUS,Exchange Traded Funds,,
68135933,AUS,Exchange Traded Funds,,
68136345,LUX,Mutual Funds,,
68136516,CHE,Mutual Funds,,
68136536,LUX,Mutual Funds,,
68136556,IRL,Exchange Traded Funds,,
68135541,LUX,Mutual Funds,,
68136663,LUX,Mutual Funds,,
68137018,LUX,Mutual Funds,,
68137150,LUX,Mutual Funds,,
68440362,CAN,Exchange Traded Funds,,
60040946,FRA,Mutual Funds,,
68137754,CAN,Exchange Traded Funds,,
68137755,CAN,Exchange Traded Funds,,
68137756,CAN,Exchange Traded Funds,,
68137757,CAN,Exchange Traded Funds,,
68137758,CAN,Exchange Traded Funds,,
68137759,CAN,Exchange Traded Funds,,
68137764,SGP,Exchange Traded Funds,,
68137902,CHN,Mutual Funds,,
68137906,CHN,Mutual Funds,,
68137909,CHN,Mutual Funds,,
68137912,CHN,Mutual Funds,,
68137913,CHN,Mutual Funds,,
68137915,CHN,Mutual Funds,,
68137917,CHN,Mutual Funds,,
68137918,CHN,Mutual Funds,,
68137919,CHN,Mutual Funds,,
68137921,CHN,Mutual Funds,,
68137924,CHN,Mutual Funds,,
68137925,CHN,Mutual Funds,,
68137926,CHN,Mutual Funds,,
68137927,CHN,Mutual Funds,,
68137928,CHN,Mutual Funds,,
68137930,CHN,Mutual Funds,,
68137931,CHN,Mutual Funds,,
68137932,CHN,Mutual Funds,,
68137933,CHN,Mutual Funds,,
68137934,CHN,Mutual Funds,,
68137935,CHN,Mutual Funds,,
68137937,CHN,Mutual Funds,,
68137938,CHN,Mutual Funds,,
68137939,CHN,Mutual Funds,,
68137942,CHN,Mutual Funds,,
68137943,CHN,Exchange Traded Funds,,
68137944,CHN,Mutual Funds,,
68137945,CHN,Mutual Funds,,
68137950,CHN,Mutual Funds,,
68138377,BRA,Exchange Traded Funds,,
68138378,BRA,Exchange Traded Funds,,
68138843,CAN,Exchange Traded Funds,,
68138948,LUX,Mutual Funds,,
68138952,CHE,Exchange Traded Funds,,
68138955,CHE,Exchange Traded Funds,,
68139021,KOR,Exchange Traded Funds,,
68139672,LUX,Exchange Traded Funds,,
68139757,IRL,Exchange Traded Funds,,
68140839,LUX,Mutual Funds,,
68140899,KOR,Exchange Traded Funds,,
68141220,KOR,Exchange Traded Funds,,
68141511,KOR,Exchange Traded Funds,,
68151443,LUX,Mutual Funds,,
68141905,KOR,Exchange Traded Funds,,
68142135,LUX,Exchange Traded Funds,,
68142139,LUX,Exchange Traded Funds,,
68142434,CAN,Exchange Traded Funds,,
68142438,CAN,Exchange Traded Funds,,
68407587,CAN,Exchange Traded Funds,,
68142768,LUX,Mutual Funds,,
68143291,LUX,Exchange Traded Funds,,
68143292,LUX,Exchange Traded Funds,,
68143293,CAN,Exchange Traded Funds,,
68143295,CAN,Exchange Traded Funds,,
68143297,IRL,Exchange Traded Funds,,
68143298,CAN,Exchange Traded Funds,,
68143377,LUX,Exchange Traded Funds,,
68143870,IRL,Exchange Traded Funds,,
68143899,KOR,Exchange Traded Funds,,
68144006,TWN,Mutual Funds,,
68144007,TWN,Mutual Funds,,
68144009,TWN,Mutual Funds,,
68144016,TWN,Mutual Funds,,
68144018,TWN,Mutual Funds,,
68144021,TWN,Exchange Traded Funds,,
68144022,TWN,Mutual Funds,,
68144023,TWN,Mutual Funds,,
68144026,TWN,Mutual Funds,,
68144032,TWN,Exchange Traded Funds,,
68144034,TWN,Mutual Funds,,
68144038,TWN,Exchange Traded Funds,,
68144040,TWN,Mutual Funds,,
68144041,TWN,Mutual Funds,,
68144042,TWN,Mutual Funds,,
68144046,TWN,Mutual Funds,,
68144049,TWN,Mutual Funds,,
68144051,TWN,Mutual Funds,,
68144165,CHN,Mutual Funds,,
68144170,CHN,Mutual Funds,,
68144171,CHN,Mutual Funds,,
68144173,CHN,Mutual Funds,,
68144174,CHN,Mutual Funds,,
68144175,CHN,Mutual Funds,,
68144176,CHN,Mutual Funds,,
68144177,CHN,Mutual Funds,,
68144178,CHN,Mutual Funds,,
68144179,CHN,Mutual Funds,,
68148336,CHN,Mutual Funds,,
68144182,CHN,Mutual Funds,,
68144183,CHN,Mutual Funds,,
68144184,CHN,Mutual Funds,,
68144185,CHN,Mutual Funds,,
68144187,CHN,Mutual Funds,,
68144191,CHN,Mutual Funds,,
68144192,CHN,Mutual Funds,,
68144193,CHN,Mutual Funds,,
68144194,CHN,Mutual Funds,,
68144195,CHN,Mutual Funds,,
68144196,CHN,Mutual Funds,,
68144198,CHN,Mutual Funds,,
68144199,CHN,Mutual Funds,,
68144200,CHN,Mutual Funds,,
68144203,CHN,Mutual Funds,,
68144204,CHN,Mutual Funds,,
68144205,CHN,Mutual Funds,,
68144206,CHN,Mutual Funds,,
68144207,CHN,Mutual Funds,,
68144210,CHN,Mutual Funds,,
68144279,CAN,Exchange Traded Funds,,
68144282,CAN,Exchange Traded Funds,,
68421212,CAN,Exchange Traded Funds,,
68144305,CAN,Exchange Traded Funds,,
68144469,RUS,Mutual Funds,,
68144747,IRL,Exchange Traded Funds,,
68144752,IRL,Exchange Traded Funds,,
68144753,IRL,Exchange Traded Funds,,
68144890,KOR,Exchange Traded Funds,,
68145048,LUX,Mutual Funds,,
68145716,KOR,Exchange Traded Funds,,
68146845,AUS,Exchange Traded Funds,,
68146918,LUX,Mutual Funds,,
68146992,SGP,Exchange Traded Funds,,
68147128,AUS,Exchange Traded Funds,,
68147129,AUS,Exchange Traded Funds,,
68147130,AUS,Exchange Traded Funds,,
68147145,AUS,Exchange Traded Funds,,
68147146,AUS,Exchange Traded Funds,,
68147147,AUS,Exchange Traded Funds,,
68147294,LUX,Mutual Funds,,
68147371,FIN,Mutual Funds,,
68062911,MEX,Mutual Funds,,
68147505,LUX,Mutual Funds,,
68147526,GBR,Mutual Funds,,
68147682,IRL,Exchange Traded Funds,,
68147683,IRL,Exchange Traded Funds,,
68147684,IRL,Exchange Traded Funds,,
68147685,IRL,Exchange Traded Funds,,
68424841,IRL,Exchange Traded Funds,,
68147954,LUX,Mutual Funds,,
68328800,LUX,Mutual Funds,,
68148314,CHN,Mutual Funds,,
68148316,CHN,Exchange Traded Funds,,
68148318,CHN,Exchange Traded Funds,,
68148319,CHN,Mutual Funds,,
68148320,CHN,Mutual Funds,,
68148323,CHN,Mutual Funds,,
68148325,CHN,Mutual Funds,,
68148326,CHN,Mutual Funds,,
68148328,CHN,Mutual Funds,,
68148330,CHN,Mutual Funds,,
68148333,CHN,Mutual Funds,,
68148334,CHN,Mutual Funds,,
68148335,CHN,Mutual Funds,,
68148337,CHN,Mutual Funds,,
68148338,CHN,Mutual Funds,,
68148339,CHN,Mutual Funds,,
68148342,CHN,Mutual Funds,,
68148343,CHN,Mutual Funds,,
68148344,CHN,Mutual Funds,,
68148346,CHN,Mutual Funds,,
68148347,CHN,Mutual Funds,,
68148350,CHN,Mutual Funds,,
68148354,CHN,Mutual Funds,,
68148356,CHN,Mutual Funds,,
68148358,CHN,Mutual Funds,,
68148359,CHN,Mutual Funds,,
68308003,CHN,Mutual Funds,,
68148363,CHN,Mutual Funds,,
68149176,CAN,Exchange Traded Funds,,
68149260,IRL,Exchange Traded Funds,,
68161781,LUX,Mutual Funds,,
68149617,THA,Exchange Traded Funds,,
68150047,LUX,Mutual Funds,,
68150226,LUX,Mutual Funds,,
68150343,IRL,Exchange Traded Funds,,
68150344,IRL,Exchange Traded Funds,,
68150345,IRL,Exchange Traded Funds,,
68150347,IRL,Exchange Traded Funds,,
68150730,IRL,Exchange Traded Funds,,
68424823,IRL,Exchange Traded Funds,,
68150766,IRL,Exchange Traded Funds,,
68150806,MEX,Exchange Traded Funds,,
68150905,ZAF,Exchange Traded Funds,,
68150908,ZAF,Exchange Traded Funds,,
68150910,ZAF,Exchange Traded Funds,,
68150911,ZAF,Exchange Traded Funds,,
68150912,ZAF,Exchange Traded Funds,,
68150913,ZAF,Exchange Traded Funds,,
68150914,ZAF,Exchange Traded Funds,,
68150916,ZAF,Exchange Traded Funds,,
68150918,ZAF,Exchange Traded Funds,,
68150919,ZAF,Exchange Traded Funds,,
68150922,AUS,Exchange Traded Funds,,
68150995,LUX,Mutual Funds,,
68423190,CAN,Exchange Traded Funds,,
68151102,IRL,Exchange Traded Funds,,
68151533,CAN,Exchange Traded Funds,,
68151822,CAN,Exchange Traded Funds,,
68151962,KOR,Exchange Traded Funds,,
68152162,CHN,Mutual Funds,,
68152163,CHN,Mutual Funds,,
68152164,CHN,Mutual Funds,,
68152167,CHN,Mutual Funds,,
68152168,CHN,Mutual Funds,,
68152169,CHN,Mutual Funds,,
68152171,CHN,Mutual Funds,,
68152174,CHN,Mutual Funds,,
68152175,CHN,Mutual Funds,,
68152176,CHN,Mutual Funds,,
68152177,CHN,Mutual Funds,,
68152178,CHN,Mutual Funds,,
68152180,CHN,Mutual Funds,,
68152181,CHN,Mutual Funds,,
68152182,CHN,Mutual Funds,,
68152186,CHN,Mutual Funds,,
68152190,CHN,Mutual Funds,,
68152193,CHN,Mutual Funds,,
68152194,CHN,Mutual Funds,,
68152195,CHN,Mutual Funds,,
68152196,CHN,Mutual Funds,,
68152197,CHN,Mutual Funds,,
68152199,CHN,Mutual Funds,,
68152200,CHN,Mutual Funds,,
68152202,CHN,Mutual Funds,,
68152203,CHN,Mutual Funds,,
68152204,CHN,Mutual Funds,,
68152205,CHN,Mutual Funds,,
68152207,CHN,Mutual Funds,,
68152210,CHN,Mutual Funds,,
68152789,HKG,Exchange Traded Funds,,
68152790,HKG,Exchange Traded Funds,,
68152791,HKG,Exchange Traded Funds,,
68152793,HKG,Exchange Traded Funds,,
68152819,HKG,Exchange Traded Funds,,
68152828,HKG,Exchange Traded Funds,,
68152831,HKG,Exchange Traded Funds,,
68153028,LUX,Mutual Funds,,
68319740,JEY,Exchange Traded Funds,,
68153277,JEY,Exchange Traded Funds,,
68153279,JEY,Exchange Traded Funds,,
68319810,JEY,Exchange Traded Funds,,
68153284,JEY,Exchange Traded Funds,,
68318789,JEY,Exchange Traded Funds,,
68153294,JEY,Exchange Traded Funds,,
68153313,JEY,Exchange Traded Funds,,
68153314,JEY,Exchange Traded Funds,,
68153317,JEY,Exchange Traded Funds,,
68153320,JEY,Exchange Traded Funds,,
68153326,JEY,Exchange Traded Funds,,
68153334,JEY,Exchange Traded Funds,,
68153335,JEY,Exchange Traded Funds,,
68153418,JEY,Exchange Traded Funds,,
68153809,KOR,Exchange Traded Funds,,
68153810,KOR,Exchange Traded Funds,,
68153811,KOR,Exchange Traded Funds,,
68153842,JEY,Exchange Traded Funds,,
68153844,JEY,Exchange Traded Funds,,
68153962,IRL,Exchange Traded Funds,,
68154237,IRL,Exchange Traded Funds,,
68154244,IRL,Exchange Traded Funds,,
68154246,IRL,Exchange Traded Funds,,
68154438,LUX,Mutual Funds,,
68154836,LUX,Mutual Funds,,
68155366,LUX,Mutual Funds,,
60017837,ITA,Mutual Funds,,
68156413,KOR,Mutual Funds,,
68156483,IRL,Exchange Traded Funds,,
68156496,IRL,Exchange Traded Funds,,
68156502,IRL,Exchange Traded Funds,,
68156532,IRL,Exchange Traded Funds,,
68156542,IRL,Exchange Traded Funds,,
68156671,LUX,Mutual Funds,,
65072981,IRL,Mutual Funds,,
68160395,CHN,Mutual Funds,,
68160397,CHN,Mutual Funds,,
68160398,CHN,Mutual Funds,,
68160401,CHN,Exchange Traded Funds,,
68160402,CHN,Exchange Traded Funds,,
68160403,CHN,Mutual Funds,,
68160405,CHN,Mutual Funds,,
68160406,CHN,Mutual Funds,,
68160407,CHN,Mutual Funds,,
68160408,CHN,Mutual Funds,,
68160409,CHN,Mutual Funds,,
68160410,CHN,Mutual Funds,,
68160411,CHN,Mutual Funds,,
68160412,CHN,Mutual Funds,,
68160413,CHN,Mutual Funds,,
68160414,CHN,Mutual Funds,,
68160415,CHN,Mutual Funds,,
68160416,CHN,Exchange Traded Funds,,
68160417,CHN,Mutual Funds,,
68160418,CHN,Mutual Funds,,
68160420,CHN,Mutual Funds,,
68160422,CHN,Exchange Traded Funds,,
68160423,CHN,Mutual Funds,,
68160424,CHN,Mutual Funds,,
68160427,CHN,Mutual Funds,,
68160430,CHN,Mutual Funds,,
68160431,CHN,Mutual Funds,,
68160433,CHN,Mutual Funds,,
68160434,CHN,Mutual Funds,,
68160436,CHN,Mutual Funds,,
68160437,CHN,Mutual Funds,,
68160440,CHN,Mutual Funds,,
68160442,CHN,Mutual Funds,,
68160965,LUX,Mutual Funds,,
68161082,IRL,Exchange Traded Funds,,
68161090,IRL,Exchange Traded Funds,,
68161091,LUX,Mutual Funds,,
68161163,IRL,Exchange Traded Funds,,
68161199,IRL,Exchange Traded Funds,,
68161260,HKG,Exchange Traded Funds,,
68161269,HKG,Exchange Traded Funds,,
68161284,MEX,Exchange Traded Funds,,
68161368,KOR,Exchange Traded Funds,,
68161604,AUS,Exchange Traded Funds,,
68161754,LUX,Mutual Funds,,
68162218,BRA,Exchange Traded Funds,,
68162542,IRL,Mutual Funds,,
68162572,SWE,Mutual Funds,,
68162737,IRL,Exchange Traded Funds,,
68162951,KOR,Mutual Funds,,
68163043,BRA,Exchange Traded Funds,,
68163044,BRA,Exchange Traded Funds,,
68163181,LUX,Mutual Funds,,
68163200,FRA,Mutual Funds,,
68163617,AUS,Exchange Traded Funds,,
68163618,AUS,Exchange Traded Funds,,
68163782,LUX,Mutual Funds,,
68164120,CHN,Mutual Funds,,
68164121,CHN,Mutual Funds,,
68164123,CHN,Mutual Funds,,
68164124,CHN,Mutual Funds,,
68164127,CHN,Mutual Funds,,
68164129,CHN,Mutual Funds,,
