primary_code,domicile_id,asset_universe,,
40221126,USA,Exchange Traded Funds,,
40221127,USA,Exchange Traded Funds,,
40221132,USA,Exchange Traded Funds,,
40221136,USA,Exchange Traded Funds,,
40221137,USA,Exchange Traded Funds,,
40221138,USA,Exchange Traded Funds,,
40221316,USA,Exchange Traded Funds,,
40221508,USA,Exchange Traded Funds,,
40221519,USA,Exchange Traded Funds,,
40221520,USA,Exchange Traded Funds,,
40221521,USA,Exchange Traded Funds,,
40221522,USA,Exchange Traded Funds,,
40221564,USA,Exchange Traded Funds,,
40221565,USA,Exchange Traded Funds,,
40221593,USA,Exchange Traded Funds,,
40221603,USA,Exchange Traded Funds,,
40221622,USA,Exchange Traded Funds,,
40221629,USA,Mutual Funds,,
40221652,USA,Exchange Traded Funds,,
40221676,USA,Exchange Traded Funds,,
40221677,USA,Exchange Traded Funds,,
40221678,USA,Exchange Traded Funds,,
40221679,USA,Exchange Traded Funds,,
40221680,USA,Exchange Traded Funds,,
40221683,USA,Exchange Traded Funds,,
40221684,USA,Exchange Traded Funds,,
40221685,USA,Exchange Traded Funds,,
40221686,USA,Exchange Traded Funds,,
40221722,USA,Exchange Traded Funds,,
40221745,USA,Exchange Traded Funds,,
40221746,USA,Exchange Traded Funds,,
40221747,USA,Exchange Traded Funds,,
40221756,USA,Exchange Traded Funds,,
40221776,USA,Exchange Traded Funds,,
40221779,USA,Exchange Traded Funds,,
40221785,USA,Exchange Traded Funds,,
40221820,USA,Exchange Traded Funds,,
40221821,USA,Exchange Traded Funds,,
40221822,USA,Exchange Traded Funds,,
40221823,USA,Exchange Traded Funds,,
40221824,USA,Exchange Traded Funds,,
40221888,USA,Insurance Funds,,
40221939,USA,Exchange Traded Funds,,
40221941,USA,Exchange Traded Funds,,
40221954,USA,Exchange Traded Funds,,
40221959,USA,Exchange Traded Funds,,
40221960,USA,Exchange Traded Funds,,
40221961,USA,Exchange Traded Funds,,
40222051,USA,Exchange Traded Funds,,
40222052,USA,Exchange Traded Funds,,
40222053,USA,Exchange Traded Funds,,
40222054,USA,Exchange Traded Funds,,
40222055,USA,Exchange Traded Funds,,
40222056,USA,Exchange Traded Funds,,
40222065,USA,Exchange Traded Funds,,
40222154,USA,Exchange Traded Funds,,
40222155,USA,Exchange Traded Funds,,
40222176,USA,Exchange Traded Funds,,
40222177,USA,Exchange Traded Funds,,
40222178,USA,Exchange Traded Funds,,
40222217,USA,Exchange Traded Funds,,
40222222,USA,Exchange Traded Funds,,
40222227,USA,Exchange Traded Funds,,
40222228,USA,Exchange Traded Funds,,
40222229,USA,Exchange Traded Funds,,
40222230,USA,Exchange Traded Funds,,
40222231,USA,Exchange Traded Funds,,
40222232,USA,Exchange Traded Funds,,
40222236,USA,Exchange Traded Funds,,
40222254,USA,Exchange Traded Funds,,
40222280,USA,Exchange Traded Funds,,
40222281,USA,Exchange Traded Funds,,
40222282,USA,Exchange Traded Funds,,
40222288,USA,Exchange Traded Funds,,
40222289,USA,Exchange Traded Funds,,
40222297,USA,Exchange Traded Funds,,
40222298,USA,Exchange Traded Funds,,
40222299,USA,Exchange Traded Funds,,
40222319,USA,Exchange Traded Funds,,
40222320,USA,Exchange Traded Funds,,
40222321,USA,Exchange Traded Funds,,
40222322,USA,Exchange Traded Funds,,
40222323,USA,Exchange Traded Funds,,
40222324,USA,Exchange Traded Funds,,
40222325,USA,Exchange Traded Funds,,
40222326,USA,Exchange Traded Funds,,
40222327,USA,Exchange Traded Funds,,
40222328,USA,Exchange Traded Funds,,
40222329,USA,Exchange Traded Funds,,
40222330,USA,Exchange Traded Funds,,
40222331,USA,Exchange Traded Funds,,
40222333,USA,Exchange Traded Funds,,
40222334,USA,Exchange Traded Funds,,
40222335,USA,Exchange Traded Funds,,
40222336,USA,Exchange Traded Funds,,
40222342,USA,Exchange Traded Funds,,
40222345,USA,Exchange Traded Funds,,
40222360,USA,Exchange Traded Funds,,
40222361,USA,Exchange Traded Funds,,
40222402,USA,Exchange Traded Funds,,
40222403,USA,Exchange Traded Funds,,
40222455,USA,Exchange Traded Funds,,
40222458,USA,Exchange Traded Funds,,
40222459,USA,Exchange Traded Funds,,
40222467,USA,Mutual Funds,,
40222485,USA,Exchange Traded Funds,,
40222486,USA,Exchange Traded Funds,,
40222487,USA,Exchange Traded Funds,,
40222488,USA,Exchange Traded Funds,,
40222489,USA,Exchange Traded Funds,,
40222490,USA,Exchange Traded Funds,,
40222496,USA,Exchange Traded Funds,,
40222523,USA,Exchange Traded Funds,,
40222584,USA,Exchange Traded Funds,,
40222585,USA,Exchange Traded Funds,,
40222615,USA,Exchange Traded Funds,,
40222616,USA,Exchange Traded Funds,,
40222636,USA,Exchange Traded Funds,,
40222637,USA,Exchange Traded Funds,,
40222638,USA,Exchange Traded Funds,,
40222639,USA,Exchange Traded Funds,,
40222643,USA,Exchange Traded Funds,,
40222659,USA,Exchange Traded Funds,,
40222669,USA,Exchange Traded Funds,,
40222670,USA,Exchange Traded Funds,,
40222693,USA,Exchange Traded Funds,,
40222695,USA,Mutual Funds,,
40222698,USA,Exchange Traded Funds,,
40222699,USA,Exchange Traded Funds,,
40222700,USA,Exchange Traded Funds,,
40222705,USA,Exchange Traded Funds,,
40222768,USA,Exchange Traded Funds,,
40222792,USA,Exchange Traded Funds,,
40222793,USA,Exchange Traded Funds,,
40222794,USA,Exchange Traded Funds,,
40222818,USA,Exchange Traded Funds,,
40222864,USA,Exchange Traded Funds,,
40222900,USA,Exchange Traded Funds,,
40222901,USA,Exchange Traded Funds,,
40222902,USA,Exchange Traded Funds,,
40222980,USA,Exchange Traded Funds,,
40223007,USA,Exchange Traded Funds,,
40223008,USA,Exchange Traded Funds,,
40223009,USA,Exchange Traded Funds,,
40223010,USA,Exchange Traded Funds,,
40223011,USA,Exchange Traded Funds,,
40223012,USA,Exchange Traded Funds,,
40223013,USA,Exchange Traded Funds,,
40223014,USA,Exchange Traded Funds,,
40223015,USA,Exchange Traded Funds,,
40223016,USA,Exchange Traded Funds,,
40223018,USA,Exchange Traded Funds,,
40223022,USA,Exchange Traded Funds,,
40223025,USA,Exchange Traded Funds,,
40223026,USA,Exchange Traded Funds,,
40223030,USA,Exchange Traded Funds,,
40223032,USA,Exchange Traded Funds,,
40223033,USA,Exchange Traded Funds,,
40223048,USA,Exchange Traded Funds,,
40223050,USA,Exchange Traded Funds,,
40223056,USA,Exchange Traded Funds,,
40223059,USA,Exchange Traded Funds,,
40223060,USA,Exchange Traded Funds,,
40223061,USA,Exchange Traded Funds,,
40223062,USA,Exchange Traded Funds,,
40223063,USA,Exchange Traded Funds,,
40223064,USA,Exchange Traded Funds,,
40223065,USA,Exchange Traded Funds,,
40223066,USA,Exchange Traded Funds,,
40223067,USA,Exchange Traded Funds,,
40223068,USA,Exchange Traded Funds,,
40223069,USA,Exchange Traded Funds,,
40223070,USA,Exchange Traded Funds,,
40223071,USA,Exchange Traded Funds,,
40223072,USA,Exchange Traded Funds,,
40223073,USA,Exchange Traded Funds,,
40223074,USA,Exchange Traded Funds,,
40223075,USA,Exchange Traded Funds,,
40223083,USA,Exchange Traded Funds,,
40223115,USA,Exchange Traded Funds,,
40223120,USA,Exchange Traded Funds,,
40223121,USA,Exchange Traded Funds,,
40223165,USA,Exchange Traded Funds,,
40223191,USA,Exchange Traded Funds,,
40223281,USA,Exchange Traded Funds,,
40223282,USA,Exchange Traded Funds,,
40223283,USA,Exchange Traded Funds,,
40223284,USA,Exchange Traded Funds,,
40223285,USA,Exchange Traded Funds,,
40223286,USA,Exchange Traded Funds,,
40223287,USA,Exchange Traded Funds,,
40223297,USA,Exchange Traded Funds,,
40223307,USA,Exchange Traded Funds,,
40223313,USA,Exchange Traded Funds,,
40223315,USA,Exchange Traded Funds,,
40223316,USA,Exchange Traded Funds,,
40223317,USA,Exchange Traded Funds,,
40223319,USA,Exchange Traded Funds,,
40223320,USA,Exchange Traded Funds,,
40223321,USA,Exchange Traded Funds,,
40223322,USA,Exchange Traded Funds,,
40223323,USA,Exchange Traded Funds,,
40223391,USA,Exchange Traded Funds,,
40223402,USA,Exchange Traded Funds,,
40223409,USA,Exchange Traded Funds,,
40223424,USA,Exchange Traded Funds,,
40223546,USA,Exchange Traded Funds,,
40223547,USA,Exchange Traded Funds,,
40223559,USA,Exchange Traded Funds,,
40223637,USA,Exchange Traded Funds,,
40223640,USA,Exchange Traded Funds,,
40223641,USA,Exchange Traded Funds,,
40223642,USA,Exchange Traded Funds,,
40223646,USA,Exchange Traded Funds,,
40223647,USA,Exchange Traded Funds,,
40223655,USA,Exchange Traded Funds,,
40223656,USA,Exchange Traded Funds,,
40223745,USA,Exchange Traded Funds,,
40223781,USA,Exchange Traded Funds,,
40223799,USA,Exchange Traded Funds,,
40223802,USA,Exchange Traded Funds,,
40223803,USA,Exchange Traded Funds,,
40223918,USA,Exchange Traded Funds,,
40223925,USA,Exchange Traded Funds,,
40223926,USA,Exchange Traded Funds,,
40223961,USA,Exchange Traded Funds,,
40223976,USA,Exchange Traded Funds,,
40223977,USA,Exchange Traded Funds,,
40223983,USA,Exchange Traded Funds,,
40223984,USA,Exchange Traded Funds,,
40223987,USA,Exchange Traded Funds,,
40224106,USA,Exchange Traded Funds,,
40224110,USA,Exchange Traded Funds,,
40224116,USA,Exchange Traded Funds,,
40224117,USA,Exchange Traded Funds,,
40224119,USA,Exchange Traded Funds,,
40224120,USA,Exchange Traded Funds,,
40224121,USA,Exchange Traded Funds,,
40224122,USA,Exchange Traded Funds,,
40224123,USA,Exchange Traded Funds,,
40224124,USA,Exchange Traded Funds,,
40224128,USA,Exchange Traded Funds,,
40224160,USA,Exchange Traded Funds,,
40224161,USA,Exchange Traded Funds,,
40224162,USA,Exchange Traded Funds,,
40106105,USA,Mutual Funds,,
40224201,USA,Exchange Traded Funds,,
40224216,USA,Exchange Traded Funds,,
40224217,USA,Exchange Traded Funds,,
40224218,USA,Exchange Traded Funds,,
40224219,USA,Exchange Traded Funds,,
40224231,USA,Mutual Funds,,
40224315,USA,Exchange Traded Funds,,
40224316,USA,Exchange Traded Funds,,
40224317,USA,Exchange Traded Funds,,
40224343,USA,Exchange Traded Funds,,
40224357,USA,Exchange Traded Funds,,
40224358,USA,Exchange Traded Funds,,
40224362,USA,Exchange Traded Funds,,
40224404,USA,Exchange Traded Funds,,
40224411,USA,Exchange Traded Funds,,
40224412,USA,Exchange Traded Funds,,
40224413,USA,Exchange Traded Funds,,
40224418,USA,Exchange Traded Funds,,
40224442,USA,Exchange Traded Funds,,
40224443,USA,Exchange Traded Funds,,
40224445,USA,Exchange Traded Funds,,
40224492,USA,Exchange Traded Funds,,
40224517,USA,Exchange Traded Funds,,
40224528,USA,Exchange Traded Funds,,
40224551,USA,Exchange Traded Funds,,
40224560,USA,Exchange Traded Funds,,
40224600,USA,Exchange Traded Funds,,
40224602,USA,Exchange Traded Funds,,
40224604,USA,Exchange Traded Funds,,
40224614,USA,Exchange Traded Funds,,
40224615,USA,Exchange Traded Funds,,
40224616,USA,Exchange Traded Funds,,
40224617,USA,Exchange Traded Funds,,
40224618,USA,Exchange Traded Funds,,
40224619,USA,Exchange Traded Funds,,
40224620,USA,Exchange Traded Funds,,
40224621,USA,Exchange Traded Funds,,
40224622,USA,Exchange Traded Funds,,
40224623,USA,Exchange Traded Funds,,
40224645,USA,Mutual Funds,,
40224652,USA,Exchange Traded Funds,,
40224653,USA,Exchange Traded Funds,,
40224693,USA,Exchange Traded Funds,,
40224694,USA,Exchange Traded Funds,,
40224695,USA,Exchange Traded Funds,,
40224696,USA,Exchange Traded Funds,,
40224700,USA,Exchange Traded Funds,,
40224701,USA,Exchange Traded Funds,,
40224702,USA,Exchange Traded Funds,,
40224703,USA,Exchange Traded Funds,,
40224704,USA,Exchange Traded Funds,,
40224705,USA,Exchange Traded Funds,,
40224706,USA,Exchange Traded Funds,,
40224707,USA,Exchange Traded Funds,,
40224742,USA,Exchange Traded Funds,,
40224743,USA,Exchange Traded Funds,,
40224750,USA,Exchange Traded Funds,,
40224752,USA,Mutual Funds,,
40224774,USA,Exchange Traded Funds,,
40224786,USA,Exchange Traded Funds,,
40224790,USA,Exchange Traded Funds,,
40224791,USA,Exchange Traded Funds,,
40224793,USA,Exchange Traded Funds,,
40224919,USA,Exchange Traded Funds,,
40224921,USA,Exchange Traded Funds,,
40224923,USA,Exchange Traded Funds,,
40224924,USA,Exchange Traded Funds,,
40224978,USA,Exchange Traded Funds,,
40224979,USA,Exchange Traded Funds,,
40224980,USA,Exchange Traded Funds,,
40224981,USA,Exchange Traded Funds,,
40224982,USA,Exchange Traded Funds,,
40224983,USA,Exchange Traded Funds,,
40224984,USA,Exchange Traded Funds,,
40224985,USA,Exchange Traded Funds,,
40224986,USA,Exchange Traded Funds,,
40224987,USA,Exchange Traded Funds,,
40224994,USA,Exchange Traded Funds,,
40224995,USA,Exchange Traded Funds,,
40225031,USA,Exchange Traded Funds,,
40225033,USA,Exchange Traded Funds,,
40225034,USA,Exchange Traded Funds,,
40225035,USA,Exchange Traded Funds,,
40225036,USA,Exchange Traded Funds,,
40225042,USA,Exchange Traded Funds,,
40225056,USA,Exchange Traded Funds,,
40225057,USA,Exchange Traded Funds,,
40225058,USA,Exchange Traded Funds,,
40225059,USA,Exchange Traded Funds,,
40225060,USA,Exchange Traded Funds,,
40225076,USA,Exchange Traded Funds,,
40225077,USA,Exchange Traded Funds,,
40225078,USA,Exchange Traded Funds,,
40225079,USA,Exchange Traded Funds,,
40225129,USA,Exchange Traded Funds,,
40225130,USA,Exchange Traded Funds,,
40225131,USA,Exchange Traded Funds,,
40225132,USA,Exchange Traded Funds,,
40225133,USA,Exchange Traded Funds,,
40225134,USA,Exchange Traded Funds,,
40225135,USA,Exchange Traded Funds,,
40225136,USA,Exchange Traded Funds,,
40225214,USA,Exchange Traded Funds,,
40225218,USA,Exchange Traded Funds,,
40225220,USA,Exchange Traded Funds,,
40225221,USA,Exchange Traded Funds,,
40225234,USA,Exchange Traded Funds,,
40225235,USA,Exchange Traded Funds,,
40225239,USA,Exchange Traded Funds,,
40225242,USA,Exchange Traded Funds,,
40225244,USA,Exchange Traded Funds,,
40225252,USA,Exchange Traded Funds,,
40225253,USA,Exchange Traded Funds,,
40225254,USA,Exchange Traded Funds,,
40225261,USA,Exchange Traded Funds,,
40225262,USA,Exchange Traded Funds,,
40225263,USA,Exchange Traded Funds,,
40225264,USA,Exchange Traded Funds,,
40225265,USA,Exchange Traded Funds,,
40225282,USA,Mutual Funds,,
40225311,USA,Exchange Traded Funds,,
40225316,USA,Exchange Traded Funds,,
40225317,USA,Exchange Traded Funds,,
40225327,USA,Exchange Traded Funds,,
40225328,USA,Exchange Traded Funds,,
40225332,USA,Exchange Traded Funds,,
40225333,USA,Exchange Traded Funds,,
40225340,USA,Exchange Traded Funds,,
40225343,USA,Exchange Traded Funds,,
40225366,USA,Exchange Traded Funds,,
40225369,USA,Exchange Traded Funds,,
40225371,USA,Exchange Traded Funds,,
40225372,USA,Exchange Traded Funds,,
40225386,USA,Exchange Traded Funds,,
40225391,USA,Exchange Traded Funds,,
40225394,USA,Exchange Traded Funds,,
40225395,USA,Exchange Traded Funds,,
40225398,USA,Exchange Traded Funds,,
40225399,USA,Exchange Traded Funds,,
40225400,USA,Exchange Traded Funds,,
40225401,USA,Exchange Traded Funds,,
40225487,USA,Exchange Traded Funds,,
40225488,USA,Exchange Traded Funds,,
40225507,USA,Exchange Traded Funds,,
40225508,USA,Exchange Traded Funds,,
40225509,USA,Exchange Traded Funds,,
40225510,USA,Exchange Traded Funds,,
40225511,USA,Exchange Traded Funds,,
40225512,USA,Exchange Traded Funds,,
40225570,USA,Exchange Traded Funds,,
40225571,USA,Exchange Traded Funds,,
40225585,USA,Exchange Traded Funds,,
40225586,USA,Exchange Traded Funds,,
40225587,USA,Exchange Traded Funds,,
40225588,USA,Exchange Traded Funds,,
40225589,USA,Exchange Traded Funds,,
40225597,USA,Exchange Traded Funds,,
40225598,USA,Exchange Traded Funds,,
40225600,USA,Exchange Traded Funds,,
40225621,USA,Exchange Traded Funds,,
40225670,USA,Exchange Traded Funds,,
40225671,USA,Exchange Traded Funds,,
40225672,USA,Exchange Traded Funds,,
40225714,USA,Exchange Traded Funds,,
40225720,USA,Exchange Traded Funds,,
40225721,USA,Exchange Traded Funds,,
40225725,USA,Exchange Traded Funds,,
40225731,USA,Exchange Traded Funds,,
40225732,USA,Exchange Traded Funds,,
40225733,USA,Exchange Traded Funds,,
40225734,USA,Exchange Traded Funds,,
40225742,USA,Exchange Traded Funds,,
40225743,USA,Exchange Traded Funds,,
40225744,USA,Exchange Traded Funds,,
40225745,USA,Exchange Traded Funds,,
40225747,USA,Exchange Traded Funds,,
40225748,USA,Exchange Traded Funds,,
40225749,USA,Exchange Traded Funds,,
40225750,USA,Exchange Traded Funds,,
40225751,USA,Exchange Traded Funds,,
40225752,USA,Exchange Traded Funds,,
40225753,USA,Exchange Traded Funds,,
40225754,USA,Exchange Traded Funds,,
40225759,USA,Exchange Traded Funds,,
40225760,USA,Exchange Traded Funds,,
40225772,USA,Exchange Traded Funds,,
40225775,USA,Exchange Traded Funds,,
40225807,USA,Exchange Traded Funds,,
40225833,USA,Exchange Traded Funds,,
40225834,USA,Exchange Traded Funds,,
40225836,USA,Exchange Traded Funds,,
40225837,USA,Exchange Traded Funds,,
40225838,USA,Exchange Traded Funds,,
40225855,USA,Exchange Traded Funds,,
40225908,USA,Exchange Traded Funds,,
40225915,USA,Exchange Traded Funds,,
40225928,USA,Exchange Traded Funds,,
40225929,USA,Exchange Traded Funds,,
40225949,USA,Exchange Traded Funds,,
40225979,USA,Exchange Traded Funds,,
40226056,USA,Exchange Traded Funds,,
40226057,USA,Exchange Traded Funds,,
40226063,USA,Exchange Traded Funds,,
40226074,USA,Exchange Traded Funds,,
40226075,USA,Exchange Traded Funds,,
40226076,USA,Exchange Traded Funds,,
40226107,USA,Exchange Traded Funds,,
40226108,USA,Exchange Traded Funds,,
40226156,USA,Exchange Traded Funds,,
40226164,USA,Exchange Traded Funds,,
40226165,USA,Exchange Traded Funds,,
40226166,USA,Exchange Traded Funds,,
40226167,USA,Exchange Traded Funds,,
40226236,USA,Exchange Traded Funds,,
40226237,USA,Exchange Traded Funds,,
40226239,USA,Exchange Traded Funds,,
40226240,USA,Exchange Traded Funds,,
40226241,USA,Exchange Traded Funds,,
40226242,USA,Exchange Traded Funds,,
40226243,USA,Exchange Traded Funds,,
40226244,USA,Exchange Traded Funds,,
40226253,USA,Exchange Traded Funds,,
40226254,USA,Exchange Traded Funds,,
40226256,USA,Exchange Traded Funds,,
40226257,USA,Exchange Traded Funds,,
40226259,USA,Exchange Traded Funds,,
40226260,USA,Exchange Traded Funds,,
40226261,USA,Exchange Traded Funds,,
40226262,USA,Exchange Traded Funds,,
40226263,USA,Exchange Traded Funds,,
40226264,USA,Exchange Traded Funds,,
40226270,USA,Exchange Traded Funds,,
40226280,USA,Exchange Traded Funds,,
40226281,USA,Exchange Traded Funds,,
40226393,USA,Exchange Traded Funds,,
40226395,USA,Exchange Traded Funds,,
40226402,USA,Exchange Traded Funds,,
40226403,USA,Exchange Traded Funds,,
40226404,USA,Exchange Traded Funds,,
40226405,USA,Exchange Traded Funds,,
40226406,USA,Exchange Traded Funds,,
40226430,USA,Exchange Traded Funds,,
40226435,USA,Exchange Traded Funds,,
40226439,USA,Exchange Traded Funds,,
40226442,USA,Exchange Traded Funds,,
40226443,USA,Exchange Traded Funds,,
40226444,USA,Exchange Traded Funds,,
40226445,USA,Exchange Traded Funds,,
40226446,USA,Exchange Traded Funds,,
40226447,USA,Exchange Traded Funds,,
40226462,USA,Exchange Traded Funds,,
40226463,USA,Exchange Traded Funds,,
40226523,USA,Exchange Traded Funds,,
40226524,USA,Exchange Traded Funds,,
40226525,USA,Exchange Traded Funds,,
40226526,USA,Exchange Traded Funds,,
40226527,USA,Exchange Traded Funds,,
40226528,USA,Exchange Traded Funds,,
40226542,USA,Exchange Traded Funds,,
40226543,USA,Exchange Traded Funds,,
40226556,USA,Exchange Traded Funds,,
40226582,USA,Exchange Traded Funds,,
40226583,USA,Exchange Traded Funds,,
40226588,USA,Exchange Traded Funds,,
40226590,USA,Exchange Traded Funds,,
40226591,USA,Exchange Traded Funds,,
40226593,USA,Exchange Traded Funds,,
40226594,USA,Exchange Traded Funds,,
40226595,USA,Exchange Traded Funds,,
40226626,USA,Exchange Traded Funds,,
40226630,USA,Exchange Traded Funds,,
40226666,USA,Exchange Traded Funds,,
40226676,USA,Exchange Traded Funds,,
40226677,USA,Exchange Traded Funds,,
40226704,USA,Exchange Traded Funds,,
40226726,USA,Exchange Traded Funds,,
40226727,USA,Exchange Traded Funds,,
40226777,USA,Exchange Traded Funds,,
40226819,USA,Exchange Traded Funds,,
40226820,USA,Exchange Traded Funds,,
40226962,USA,Exchange Traded Funds,,
40226963,USA,Exchange Traded Funds,,
40226964,USA,Exchange Traded Funds,,
40226975,USA,Exchange Traded Funds,,
40226976,USA,Exchange Traded Funds,,
40226995,USA,Exchange Traded Funds,,
40226996,USA,Exchange Traded Funds,,
40226997,USA,Exchange Traded Funds,,
40226998,USA,Exchange Traded Funds,,
40227008,USA,Exchange Traded Funds,,
40227009,USA,Exchange Traded Funds,,
40227010,USA,Exchange Traded Funds,,
40227050,USA,Exchange Traded Funds,,
40227051,USA,Exchange Traded Funds,,
40227052,USA,Exchange Traded Funds,,
40227053,USA,Exchange Traded Funds,,
40227151,USA,Exchange Traded Funds,,
40227152,USA,Exchange Traded Funds,,
40227153,USA,Exchange Traded Funds,,
40227208,USA,Exchange Traded Funds,,
40227274,USA,Exchange Traded Funds,,
40227275,USA,Exchange Traded Funds,,
40227463,USA,Exchange Traded Funds,,
40227464,USA,Exchange Traded Funds,,
40227467,USA,Exchange Traded Funds,,
40227468,USA,Exchange Traded Funds,,
40227595,USA,Exchange Traded Funds,,
40227598,USA,Exchange Traded Funds,,
40227599,USA,Exchange Traded Funds,,
40227600,USA,Exchange Traded Funds,,
40227616,USA,Exchange Traded Funds,,
40227618,USA,Exchange Traded Funds,,
40227619,USA,Exchange Traded Funds,,
40227620,USA,Exchange Traded Funds,,
40227651,USA,Exchange Traded Funds,,
40227656,USA,Exchange Traded Funds,,
40227693,USA,Exchange Traded Funds,,
40227694,USA,Exchange Traded Funds,,
40227695,USA,Exchange Traded Funds,,
40227696,USA,Exchange Traded Funds,,
40227697,USA,Exchange Traded Funds,,
40227700,USA,Exchange Traded Funds,,
40227702,USA,Exchange Traded Funds,,
40227704,USA,Exchange Traded Funds,,
40227708,USA,Exchange Traded Funds,,
40227761,USA,Exchange Traded Funds,,
40227762,USA,Exchange Traded Funds,,
40227763,USA,Exchange Traded Funds,,
40227764,USA,Exchange Traded Funds,,
40227765,USA,Exchange Traded Funds,,
40227766,USA,Exchange Traded Funds,,
40227767,USA,Exchange Traded Funds,,
40227768,USA,Exchange Traded Funds,,
40227769,USA,Exchange Traded Funds,,
40227770,USA,Exchange Traded Funds,,
40227771,USA,Exchange Traded Funds,,
40227772,USA,Exchange Traded Funds,,
40227773,USA,Exchange Traded Funds,,
40227774,USA,Exchange Traded Funds,,
40227779,USA,Exchange Traded Funds,,
40227800,USA,Exchange Traded Funds,,
40227876,USA,Exchange Traded Funds,,
40227958,USA,Exchange Traded Funds,,
40227959,USA,Exchange Traded Funds,,
40227983,USA,Exchange Traded Funds,,
40228068,USA,Exchange Traded Funds,,
40228069,USA,Exchange Traded Funds,,
40228129,USA,Exchange Traded Funds,,
40228130,USA,Exchange Traded Funds,,
40228157,USA,Exchange Traded Funds,,
40228158,USA,Exchange Traded Funds,,
40228159,USA,Exchange Traded Funds,,
40228160,USA,Exchange Traded Funds,,
40228161,USA,Exchange Traded Funds,,
40228172,USA,Exchange Traded Funds,,
40228173,USA,Exchange Traded Funds,,
40228175,USA,Exchange Traded Funds,,
40228176,USA,Exchange Traded Funds,,
40228177,USA,Exchange Traded Funds,,
40228178,USA,Exchange Traded Funds,,
40228179,USA,Exchange Traded Funds,,
40228180,USA,Exchange Traded Funds,,
40228181,USA,Exchange Traded Funds,,
40228182,USA,Exchange Traded Funds,,
40228271,USA,Exchange Traded Funds,,
40228306,USA,Exchange Traded Funds,,
40228354,USA,Exchange Traded Funds,,
40228355,USA,Exchange Traded Funds,,
40228356,USA,Exchange Traded Funds,,
40228357,USA,Exchange Traded Funds,,
40228358,USA,Exchange Traded Funds,,
40228359,USA,Exchange Traded Funds,,
40228417,USA,Exchange Traded Funds,,
40228445,USA,Exchange Traded Funds,,
40228459,USA,Exchange Traded Funds,,
40228473,USA,Exchange Traded Funds,,
40228520,USA,Exchange Traded Funds,,
40228521,USA,Exchange Traded Funds,,
40228536,USA,Exchange Traded Funds,,
40228537,USA,Exchange Traded Funds,,
40228538,USA,Exchange Traded Funds,,
40228544,USA,Exchange Traded Funds,,
40228545,USA,Exchange Traded Funds,,
40228546,USA,Exchange Traded Funds,,
40228547,USA,Exchange Traded Funds,,
40228548,USA,Exchange Traded Funds,,
40228553,USA,Exchange Traded Funds,,
40228554,USA,Exchange Traded Funds,,
40228555,USA,Exchange Traded Funds,,
40228632,USA,Exchange Traded Funds,,
40228656,USA,Exchange Traded Funds,,
40228665,USA,Exchange Traded Funds,,
40228666,USA,Exchange Traded Funds,,
40228674,USA,Exchange Traded Funds,,
40228675,USA,Exchange Traded Funds,,
40228680,USA,Exchange Traded Funds,,
40228681,USA,Exchange Traded Funds,,
40228700,USA,Exchange Traded Funds,,
40228701,USA,Exchange Traded Funds,,
40228704,USA,Exchange Traded Funds,,
40228757,USA,Exchange Traded Funds,,
40228865,USA,Exchange Traded Funds,,
40228866,USA,Exchange Traded Funds,,
40228867,USA,Exchange Traded Funds,,
40228868,USA,Exchange Traded Funds,,
40228879,USA,Exchange Traded Funds,,
40228962,USA,Exchange Traded Funds,,
40228963,USA,Exchange Traded Funds,,
40228964,USA,Exchange Traded Funds,,
40228965,USA,Exchange Traded Funds,,
40228985,USA,Exchange Traded Funds,,
40228987,USA,Exchange Traded Funds,,
40228994,USA,Exchange Traded Funds,,
40228998,USA,Exchange Traded Funds,,
40228999,USA,Exchange Traded Funds,,
40229000,USA,Exchange Traded Funds,,
40229036,USA,Exchange Traded Funds,,
40229075,USA,Exchange Traded Funds,,
40229076,USA,Exchange Traded Funds,,
40229077,USA,Exchange Traded Funds,,
40229078,USA,Exchange Traded Funds,,
40229079,USA,Exchange Traded Funds,,
40229152,USA,Exchange Traded Funds,,
60000008,LUX,Mutual Funds,,
60000012,LUX,Mutual Funds,,
60000014,LUX,Mutual Funds,,
60000026,LUX,Mutual Funds,,
60000038,LUX,Mutual Funds,,
60000046,LUX,Mutual Funds,,
60000047,LUX,Mutual Funds,,
60000048,LUX,Mutual Funds,,
60006906,LUX,Mutual Funds,,
60000170,LUX,Mutual Funds,,
60000174,LUX,Mutual Funds,,
60000178,LUX,Mutual Funds,,
68061762,LUX,Mutual Funds,,
60012954,LUX,Mutual Funds,,
60000185,LUX,Mutual Funds,,
60000189,LUX,Mutual Funds,,
60000203,LUX,Mutual Funds,,
60000206,LUX,Mutual Funds,,
60000213,LUX,Mutual Funds,,
60000216,LUX,Mutual Funds,,
60000220,LUX,Mutual Funds,,
60000229,LUX,Mutual Funds,,
60000256,TWN,Mutual Funds,,
60091041,IRL,Mutual Funds,,
65019717,IRL,Mutual Funds,,
60091042,IRL,Mutual Funds,,
60091047,IRL,Mutual Funds,,
65054727,IRL,Mutual Funds,,
60065197,IRL,Mutual Funds,,
60000399,LUX,Mutual Funds,,
60000400,LUX,Mutual Funds,,
60000403,LUX,Mutual Funds,,
60000412,LUX,Mutual Funds,,
60000414,LUX,Mutual Funds,,
