primary_code,t_date,fund size
68529995,10/31/2019,7054016
68530076,10/31/2019,75877241
68531525,10/31/2019,9890667
68531526,10/31/2019,88128438
68531527,10/31/2019,6244991
68531574,10/31/2019,1751493511
68531575,10/31/2019,1090493340
68531621,10/31/2019,731528513
68531623,10/31/2019,70128332
68531624,10/31/2019,3666097
68531671,10/31/2019,330444390
68531764,10/31/2019,1136918
68531769,10/31/2019,4544522
68531846,10/31/2019,428821948
68532688,10/31/2019,151890139
68532726,10/31/2019,10775183
68532744,10/31/2019,167888541
68532765,10/31/2019,72295561
68533391,10/31/2019,545503455
68533392,10/31/2019,510678680
68533393,10/31/2019,638784253
68533837,10/31/2019,307961708
68537358,10/31/2019,691306834
68537359,10/31/2019,45388112
68537360,10/31/2019,59213962
68537684,10/31/2019,31325866
68537689,10/31/2019,35501158
68537696,10/31/2019,426444900
68538491,10/31/2019,37246135
68538492,10/31/2019,59649379
68538493,10/31/2019,22150681
68538771,10/31/2019,214849400
68538777,10/31/2019,7873760
68538781,10/31/2019,844385694
68538890,10/31/2019,368772720
68540053,10/31/2019,1251851677
68540077,10/31/2019,2834313548
68540087,10/31/2019,922716466
68540095,10/31/2019,864896689
68540135,10/31/2019,508603222
68540735,10/31/2019,287619326
68540738,10/31/2019,230672683
68540823,10/31/2019,59774183
68541440,10/31/2019,139999266
68541452,10/31/2019,656964708
68541462,10/31/2019,8527833598
68541722,10/31/2019,1590367449
68541751,10/31/2019,578713331
68541982,10/31/2019,182390524
68542076,10/31/2019,203995594
68542078,10/31/2019,7332919
68542080,10/31/2019,433848130
68542157,10/31/2019,1815048284
68542170,10/31/2019,3654539302
68542497,10/31/2019,217405906
68542506,10/31/2019,712250059
68542529,10/31/2019,1848473424
68542547,10/31/2019,1805339320
68542573,10/31/2019,825111071
68542575,10/31/2019,119129990
68542576,10/31/2019,7153869
68542776,10/31/2019,228164263
68543632,10/31/2019,110149671
68543822,10/31/2019,61483116
68543988,10/31/2019,102587233
68544312,10/31/2019,45046647
68544730,10/31/2019,780092480
68544731,10/31/2019,10980945
68545050,10/31/2019,52260285
68545078,10/31/2019,70253066
68546297,10/31/2019,14323316
68546306,10/31/2019,14205686
68546310,10/31/2019,17811443
68546762,10/31/2019,213166036
68546777,10/31/2019,9572348
68546779,10/31/2019,11261436
68546781,10/31/2019,3478830
68547014,10/31/2019,1563561
68547016,10/31/2019,39340451
68547018,10/31/2019,2413538
68547801,10/31/2019,44554283
68548096,10/31/2019,93570509
68548666,10/31/2019,151084665
68548667,10/31/2019,4268297
68548668,10/31/2019,55386617
68548758,10/31/2019,109884824
68549405,10/31/2019,103682962
68549435,10/31/2019,42171017
68549441,10/31/2019,103276370
68550727,10/31/2019,11427315
68551247,10/31/2019,69418184
68551418,10/31/2019,66113746
68551437,10/31/2019,45124551
68551438,10/31/2019,47854188
68551441,10/31/2019,51708790
68551483,10/31/2019,127483473
68551597,10/31/2019,162858174
68551889,10/31/2019,30034740
68551892,10/31/2019,8841899
68553268,10/31/2019,12941298
68553866,10/31/2019,139442156
68554934,10/31/2019,34585167
68554935,10/31/2019,64714301
68555013,10/31/2019,204543483
68555484,10/31/2019,160551059
68557591,10/31/2019,45038182
68557615,10/31/2019,106523166
68558501,10/31/2019,61248070
68558502,10/31/2019,168687151
68558948,10/31/2019,44090005
68558951,10/31/2019,12809935
68558954,10/31/2019,11634730
68560577,10/31/2019,125747612
68560578,10/31/2019,122261930
68560579,10/31/2019,51706162
68560892,10/31/2019,49254294
68560893,10/31/2019,235965226
68560894,10/31/2019,757521613
68562705,10/31/2019,731528513
68562760,10/31/2019,101029797
68562774,10/31/2019,131387258
68562781,10/31/2019,180092791
68562785,10/31/2019,132887751
68563136,10/31/2019,90414599
68563334,10/31/2019,10271808
68563549,10/31/2019,164059276
68564110,10/31/2019,235112590
68564129,10/31/2019,115016843
68564254,10/31/2019,27018695
68564256,10/31/2019,29131609
68564258,10/31/2019,17657105
68564407,10/31/2019,202398753
68565775,10/31/2019,7479093
68565993,10/31/2019,138485286
68566941,10/31/2019,9575968
68568110,10/31/2019,10485060
68568111,10/31/2019,10793870
68568112,10/31/2019,112913887
68568811,10/31/2019,38566352
68568812,10/31/2019,7400054
68568814,10/31/2019,7799812
68569139,10/31/2019,147970458
68571983,10/31/2019,85993554
68572683,10/31/2019,17616965
68572686,10/31/2019,16540872
68572688,10/31/2019,192929116
68572826,10/31/2019,55773388
68574304,10/31/2019,17062057
68574305,10/31/2019,27730888
68574306,10/31/2019,23121180
68574524,10/31/2019,58158017
68575310,10/31/2019,79301965
68576938,10/31/2019,106963933
68578162,10/31/2019,144406414
68578880,10/31/2019,59833203
40000152,11/30/2019,4382464551
40000173,11/30/2019,16812511670
40000175,11/30/2019,6784091682
40000339,11/30/2019,9513124106
40000365,11/30/2019,11515477838
40000438,11/30/2019,3539500474
40000449,11/30/2019,903120626
40000825,11/30/2019,1228057489
40003569,11/30/2019,1855640000
40004105,11/30/2019,21562899637
40005687,11/30/2019,871403870
40056077,11/30/2019,1.97142E+11
40061133,11/30/2019,2.89188E+11
40068874,11/30/2019,105279847
40079222,11/30/2019,2175378526
40088065,11/30/2019,67156502265
40088196,11/30/2019,26916307575
40115682,11/30/2019,4777831069
40119505,11/30/2019,11001479649
40186203,11/30/2019,5.20284E+11
40188923,11/30/2019,4078789124
40189874,11/30/2019,2962633
40191208,11/30/2019,7271903143
40196430,11/30/2019,215196158
40196435,11/30/2019,46002940
40204842,11/30/2019,147583686
40212239,11/30/2019,28839457
60000008,11/30/2019,163197335
60000012,11/30/2019,2291007409
60000014,11/30/2019,60314361
60000026,11/30/2019,215771653
60000038,11/30/2019,792071670
60000046,11/30/2019,371730262
60000047,11/30/2019,246924558
60000048,11/30/2019,41144877
60000170,11/30/2019,26922203827
60000174,11/30/2019,810187830
60000178,11/30/2019,849213399
60000185,11/30/2019,21388781822
60000189,11/30/2019,632768211
60000203,11/30/2019,199736186
60000206,11/30/2019,830456981
60000213,11/30/2019,580158635
60000216,11/30/2019,158691801
60000220,11/30/2019,1741049911
60000229,11/30/2019,55048323
60000256,11/30/2019,146623066
60000486,11/30/2019,8853933
60000664,11/30/2019,558501720
60000665,11/30/2019,223356594
60000672,11/30/2019,333130179
60000674,11/30/2019,546635571
60000677,11/30/2019,94473998
60000678,11/30/2019,65225200
60000679,11/30/2019,36768355
60000680,11/30/2019,1508261571
60000681,11/30/2019,69994546
60000684,11/30/2019,371820560
60000685,11/30/2019,53961017
60000700,11/30/2019,13015949
60000897,11/30/2019,186925113
60001810,11/30/2019,104932778
60001816,11/30/2019,408524897
60001817,11/30/2019,312948036
60001819,11/30/2019,50596993
60001820,11/30/2019,304848642
60001821,11/30/2019,20735431
60001822,11/30/2019,161739753
60001824,11/30/2019,123128755
60001829,11/30/2019,75580830
60001830,11/30/2019,257900730
60002131,11/30/2019,75015332
60002133,11/30/2019,1698454846
60002353,11/30/2019,76055700
60002421,11/30/2019,614304513
60002422,11/30/2019,56657381
60002423,11/30/2019,211434477
60002424,11/30/2019,147972161
60002851,11/30/2019,471378819
60002852,11/30/2019,1350645238
60002856,11/30/2019,2805583852
60002858,11/30/2019,293217355
60002859,11/30/2019,32188581
60002861,11/30/2019,651481729
60002905,11/30/2019,471579462
60002906,11/30/2019,748945405
60002907,11/30/2019,1159335013
60002910,11/30/2019,50191771
60002911,11/30/2019,212651722
60002914,11/30/2019,1325806639
60002973,11/30/2019,50574370
60003061,11/30/2019,15119548
60003063,11/30/2019,21367518
60003110,11/30/2019,465001823
60003137,11/30/2019,22477569
60003145,11/30/2019,1096893222
60003168,11/30/2019,1730896558
60003170,11/30/2019,131190320
60003179,11/30/2019,87585387
60003182,11/30/2019,1817678642
60003247,11/30/2019,284361488
60003250,11/30/2019,1532682600
60003317,11/30/2019,20885926
60003321,11/30/2019,3395734315
60003332,11/30/2019,2552671631
60003342,11/30/2019,505943520
60003348,11/30/2019,368855361
60003353,11/30/2019,199422457
60003360,11/30/2019,186814169
60003373,11/30/2019,1436421215
60003377,11/30/2019,27087176
60003382,11/30/2019,154105015
60003392,11/30/2019,612167682
60003394,11/30/2019,757795643
60003395,11/30/2019,272165448
60003397,11/30/2019,22180269
60003402,11/30/2019,197650711
60003404,11/30/2019,58480026
60003408,11/30/2019,2151184516
60003409,11/30/2019,615587485
60003411,11/30/2019,144131404
60003412,11/30/2019,57613504
60003419,11/30/2019,286184569
60003441,11/30/2019,25902142
60003442,11/30/2019,31276597
60003444,11/30/2019,21880309
60003460,11/30/2019,4707083577
60003525,11/30/2019,2273187807
60003657,11/30/2019,202697962
60003660,11/30/2019,38433526
60003662,11/30/2019,17879388
60003703,11/30/2019,27382158
60003980,11/30/2019,309607600
60003983,11/30/2019,107230600
60003986,11/30/2019,215401000
60003988,11/30/2019,52893400
60003991,11/30/2019,119692500
60004010,11/30/2019,33241149
60004079,11/30/2019,1198274500
60004132,11/30/2019,596953140
60004142,11/30/2019,2131184191
60004152,11/30/2019,2442170726
60004171,11/30/2019,199425267
60004172,11/30/2019,14351810260
60004192,11/30/2019,1020447513
60004203,11/30/2019,90679582
60004208,11/30/2019,2111544887
60004245,11/30/2019,423951566
60004253,11/30/2019,462037176
60004265,11/30/2019,2720477232
60004273,11/30/2019,4597005577
60004470,11/30/2019,30916700
60004473,11/30/2019,104068800
60004475,11/30/2019,200983326
60004513,11/30/2019,249585400
60004524,11/30/2019,2344119023
60004533,11/30/2019,167436400
60005171,11/30/2019,213574954
60005752,11/30/2019,16068845
60005753,11/30/2019,21041156
60005754,11/30/2019,68772917
60005763,11/30/2019,78845780
60005764,11/30/2019,41273475
60005765,11/30/2019,6513784
60005767,11/30/2019,5136772
60005769,11/30/2019,13009523
60005770,11/30/2019,14240973
60006201,11/30/2019,29852827
60006363,11/30/2019,359210193
60006442,11/30/2019,354694983
60006480,11/30/2019,265328415
60006481,11/30/2019,9646552426
60006484,11/30/2019,927959518
60006488,11/30/2019,450984518
60006490,11/30/2019,395166760
60006495,11/30/2019,875982482
60006496,11/30/2019,791405271
60006498,11/30/2019,823229768
60006500,11/30/2019,728903006
60006501,11/30/2019,13461495734
60006503,11/30/2019,106453400
60006508,11/30/2019,890422323
60006510,11/30/2019,124304603
60006511,11/30/2019,557556900
60006716,11/30/2019,52840191
60006717,11/30/2019,728536922
60006718,11/30/2019,5303143
60006721,11/30/2019,26697744
60006728,11/30/2019,15673914
60006730,11/30/2019,6736063
60006733,11/30/2019,121267853
60006736,11/30/2019,33737232
60006737,11/30/2019,38415837
60006739,11/30/2019,39844638
60006740,11/30/2019,7419865
60006746,11/30/2019,8907876
60006906,11/30/2019,3693990231
60006966,11/30/2019,647186952
60007019,11/30/2019,4377812081
60007058,11/30/2019,140289261
60007087,11/30/2019,510734708
60007357,11/30/2019,384040400
60007642,11/30/2019,426072674
60008333,11/30/2019,1601370387
60010204,11/30/2019,188621028
60010205,11/30/2019,697885338
60010208,11/30/2019,479830533
60010210,11/30/2019,715759550
60010212,11/30/2019,411620951
60010216,11/30/2019,2388709480
60012226,11/30/2019,564957024
60012863,11/30/2019,12222263
60012865,11/30/2019,184921119
60012954,11/30/2019,4511541663
60012981,11/30/2019,963273963
60013317,11/30/2019,414821034
60013796,11/30/2019,2103883022
60013800,11/30/2019,1249676549
60013835,11/30/2019,114872554
60014465,11/30/2019,46433913
60014466,11/30/2019,77126479
60014825,11/30/2019,1477537302
60018314,11/30/2019,2160811071
60018321,11/30/2019,412532979
60018326,11/30/2019,223865075
60018333,11/30/2019,92105631
60018335,11/30/2019,125586350
60021722,11/30/2019,165732836
60021723,11/30/2019,39325886
60021727,11/30/2019,35458948
60021728,11/30/2019,33424743
60021729,11/30/2019,16213793
60021731,11/30/2019,100074415
60021733,11/30/2019,257634309
60021734,11/30/2019,120333030
60021735,11/30/2019,2132268114
60021736,11/30/2019,62677387
60021737,11/30/2019,19437341
60021741,11/30/2019,38079875
60021745,11/30/2019,23117553
60021747,11/30/2019,60035122
60021748,11/30/2019,23229703
60021750,11/30/2019,19431791
60021751,11/30/2019,19127168
60021761,11/30/2019,30649826
60021762,11/30/2019,119348703
60021763,11/30/2019,43111687
60021768,11/30/2019,24140025
60021770,11/30/2019,725870483
60021775,11/30/2019,31704896
60021776,11/30/2019,23452251
60021777,11/30/2019,74288127
60021779,11/30/2019,33322825
60021780,11/30/2019,102459572
60021782,11/30/2019,107803266
60021783,11/30/2019,807986829
60021784,11/30/2019,70737293
60021786,11/30/2019,245683564
60021792,11/30/2019,29650129
60021796,11/30/2019,958455036
60021798,11/30/2019,24056683
60021799,11/30/2019,32942439
60021800,11/30/2019,36596315
60021801,11/30/2019,29199377
60021803,11/30/2019,11053505
60021804,11/30/2019,44035744
60021805,11/30/2019,114744394
60021808,11/30/2019,187986135
60021809,11/30/2019,40287849
60021810,11/30/2019,59582947
60021815,11/30/2019,17873843
60021816,11/30/2019,20039100
60021817,11/30/2019,7752247
60021818,11/30/2019,11596648
60021819,11/30/2019,9066953
60021820,11/30/2019,40843348
60021822,11/30/2019,16320556
60021831,11/30/2019,135980287
60021833,11/30/2019,167139654
60021834,11/30/2019,95929100
60021835,11/30/2019,107094827
60021836,11/30/2019,158282540
60021837,11/30/2019,190448464
60021838,11/30/2019,35045849
60021840,11/30/2019,39315728
60021841,11/30/2019,121981188
60021842,11/30/2019,2174111490
60021843,11/30/2019,103341616
60021844,11/30/2019,13434363
60021846,11/30/2019,15011390
60021847,11/30/2019,17868317
60021848,11/30/2019,386911621
60021852,11/30/2019,15688757
60021853,11/30/2019,376595047
60021854,11/30/2019,16771294
60021855,11/30/2019,20894988
60021858,11/30/2019,15401131
60021861,11/30/2019,33331021
60021865,11/30/2019,26691152
60021866,11/30/2019,688377406
60021868,11/30/2019,76749479
60021869,11/30/2019,142384032
60021870,11/30/2019,39773565
60021871,11/30/2019,194079991
60021872,11/30/2019,23713585
60021874,11/30/2019,27687660
60021875,11/30/2019,1027461036
60021877,11/30/2019,28015937
60021884,11/30/2019,10050510
60021885,11/30/2019,16166357
60021887,11/30/2019,1283905740
60021890,11/30/2019,43856576
60021892,11/30/2019,969627462
60021897,11/30/2019,105636316
60021898,11/30/2019,28252947
60021900,11/30/2019,1138496547
60021901,11/30/2019,29741826
60021903,11/30/2019,42206517
60021904,11/30/2019,25849556
60021905,11/30/2019,44680702
60021906,11/30/2019,19644392
60021908,11/30/2019,19270818
60021913,11/30/2019,2186821247
60021915,11/30/2019,6414958
60021920,11/30/2019,9700610
60021922,11/30/2019,18246062
60021925,11/30/2019,57300288
60021926,11/30/2019,38063451
60021935,11/30/2019,577494508
60021938,11/30/2019,11617126
60021940,11/30/2019,27263914
60021943,11/30/2019,9507420
60021950,11/30/2019,29136568
60021952,11/30/2019,656013048
60021954,11/30/2019,12454377
60023788,11/30/2019,145660768
60023792,11/30/2019,640193878
60023798,11/30/2019,841534651
60023804,11/30/2019,72765947
60023860,11/30/2019,1006461662
60023868,11/30/2019,1007413212
60026494,11/30/2019,170123527
60026793,11/30/2019,74669161
60031233,11/30/2019,3301134305
60031855,11/30/2019,405000719
60032521,11/30/2019,64302451
60032533,11/30/2019,104779527
60032534,11/30/2019,535494561
60032549,11/30/2019,701995924
60033245,11/30/2019,2398367099
60033637,11/30/2019,273778457
60033657,11/30/2019,443060988
60033698,11/30/2019,406641462
60033705,11/30/2019,1236129645
60033889,11/30/2019,2478230926
60033893,11/30/2019,1383173365
60033894,11/30/2019,663154052
60033897,11/30/2019,7947828249
60033901,11/30/2019,877047749
60033905,11/30/2019,689144182
60033915,11/30/2019,595026488
60033916,11/30/2019,100772950
60033921,11/30/2019,871078047
60033922,11/30/2019,1451883131
60033953,11/30/2019,3339616427
60033954,11/30/2019,756623067
60033955,11/30/2019,764317622
60033957,11/30/2019,3334986637
60033958,11/30/2019,352671243
60033959,11/30/2019,4945621284
60033960,11/30/2019,766643369
60033961,11/30/2019,461757493
60033962,11/30/2019,972134364
60033963,11/30/2019,3217676978
60033964,11/30/2019,205959713
60033965,11/30/2019,8083200004
60033966,11/30/2019,1022447774
60033967,11/30/2019,1092985838
60033968,11/30/2019,90098319
60033969,11/30/2019,892930943
60033970,11/30/2019,1003238516
60033971,11/30/2019,720663970
60033972,11/30/2019,492189465
60033973,11/30/2019,296840600
60033974,11/30/2019,1877547916
60033975,11/30/2019,502012401
60033976,11/30/2019,350614898
60033977,11/30/2019,344239462
60033978,11/30/2019,88363945
60033980,11/30/2019,921891281
60033981,11/30/2019,69709400
60033982,11/30/2019,429505150
60033983,11/30/2019,1811987086
60033988,11/30/2019,56963757
60033989,11/30/2019,2262996008
60033991,11/30/2019,259581789
60033993,11/30/2019,5429834922
60033994,11/30/2019,99449772
60033995,11/30/2019,305883800
60033997,11/30/2019,1365067857
60033998,11/30/2019,3607814644
60034102,11/30/2019,18542004
60034326,11/30/2019,1391162474
60034336,11/30/2019,1930206307
60034338,11/30/2019,656041977
60034797,11/30/2019,814710872
60034798,11/30/2019,1183693812
60034799,11/30/2019,813990542
60034806,11/30/2019,6077742177
60034808,11/30/2019,501075467
60034810,11/30/2019,5041773394
60034812,11/30/2019,382364830
60034815,11/30/2019,173233082
60034820,11/30/2019,199015195
60034822,11/30/2019,808907127
60034823,11/30/2019,593523669
60034824,11/30/2019,4642981466
60035180,11/30/2019,999390291
60035197,11/30/2019,175511987
60035216,11/30/2019,60497980
60035275,11/30/2019,310519945
60035278,11/30/2019,1087836032
60035291,11/30/2019,84119019
60035296,11/30/2019,959518612
60035316,11/30/2019,476222800
60035321,11/30/2019,1140379147
60035690,11/30/2019,159138203
60035802,11/30/2019,360707667
60035805,11/30/2019,212986671
60035807,11/30/2019,131016107
60036192,11/30/2019,2280192833
60036207,11/30/2019,1006910294
60036220,11/30/2019,1002889044
60036221,11/30/2019,40434271
60036231,11/30/2019,1294411690
60036232,11/30/2019,156984287
60036233,11/30/2019,8654959885
60036235,11/30/2019,32159855
60036237,11/30/2019,195237700
60036243,11/30/2019,45672769
60036248,11/30/2019,169745001
60036263,11/30/2019,129141201
60036266,11/30/2019,1779040134
60036267,11/30/2019,134259016
60036269,11/30/2019,3193744107
60036287,11/30/2019,1165144011
60036291,11/30/2019,53354301
60036297,11/30/2019,171169463
60036300,11/30/2019,242576810
60036306,11/30/2019,843759239
60036475,11/30/2019,61774565
60036877,11/30/2019,899284182
60037109,11/30/2019,7911970791
60037111,11/30/2019,62145759
60044374,11/30/2019,166018059
60044376,11/30/2019,41128046
60044412,11/30/2019,713128987
60044424,11/30/2019,730711780
60044822,11/30/2019,900025499
60045048,11/30/2019,515431212
60045558,11/30/2019,1268801236
60045560,11/30/2019,85278940
60045632,11/30/2019,1382495055
60045700,11/30/2019,1549357821
60045860,11/30/2019,120472207
60046033,11/30/2019,295200262
60046518,11/30/2019,571067706
60049333,11/30/2019,2904551658
60049336,11/30/2019,210849422
60049338,11/30/2019,521637452
60049349,11/30/2019,67500400
60049350,11/30/2019,4858838500
60049351,11/30/2019,2238066200
60049352,11/30/2019,998973200
60049353,11/30/2019,58644300
60049357,11/30/2019,1933008200
60049366,11/30/2019,668457510
60049409,11/30/2019,3207281100
60050418,11/30/2019,16584817
60050763,11/30/2019,53838289
60050765,11/30/2019,337162428
60050768,11/30/2019,85312181
60051517,11/30/2019,101646426
60052244,11/30/2019,3299705881
60052246,11/30/2019,849516540
60052277,11/30/2019,136500793
60052360,11/30/2019,861766861
60052384,11/30/2019,3720425314
60052385,11/30/2019,473627999
60052390,11/30/2019,2198790840
60052527,11/30/2019,295254341
60052673,11/30/2019,10572113121
60052703,11/30/2019,4270704929
60052705,11/30/2019,1741952483
60052817,11/30/2019,102906500
60052823,11/30/2019,3883210548
60053087,11/30/2019,3427213702
60053100,11/30/2019,600704006
60053353,11/30/2019,15055180937
60054121,11/30/2019,274588886
60055410,11/30/2019,22393332
60055414,11/30/2019,7744779
60055415,11/30/2019,19502076
60055421,11/30/2019,14271430
60055422,11/30/2019,1095760307
60055423,11/30/2019,22629531
60055424,11/30/2019,99377377
60055425,11/30/2019,100746061
60055426,11/30/2019,2247516027
60055430,11/30/2019,454682807
60055435,11/30/2019,215479758
60055442,11/30/2019,10729209
60055443,11/30/2019,142980224
60055444,11/30/2019,162945979
60055452,11/30/2019,75167117
60055453,11/30/2019,34916140
60055455,11/30/2019,54720314
60055459,11/30/2019,14365682
60055462,11/30/2019,22833940
60055464,11/30/2019,121331134
60055466,11/30/2019,50810996
60055467,11/30/2019,22335890
60055470,11/30/2019,13350140
60055483,11/30/2019,5571981
60056108,11/30/2019,3996837425
60056149,11/30/2019,1132100122
60056151,11/30/2019,1284139035
60056156,11/30/2019,5414334365
60056175,11/30/2019,101029913
60056194,11/30/2019,6148337830
60056570,11/30/2019,4439303
60056746,11/30/2019,652743283
60056773,11/30/2019,989868118
60057307,11/30/2019,27968501
60057369,11/30/2019,168663442
60057684,11/30/2019,61008459
60057696,11/30/2019,43556567
60057700,11/30/2019,174139347
60057708,11/30/2019,87929285
60057716,11/30/2019,919945867
60057760,11/30/2019,296265998
60057838,11/30/2019,152486933
60057899,11/30/2019,562372681
60057903,11/30/2019,2011618334
60058271,11/30/2019,14433786
60058326,11/30/2019,54597375
60058336,11/30/2019,201729386
60058344,11/30/2019,239694094
60058345,11/30/2019,161144680
60058346,11/30/2019,208896628
60058397,11/30/2019,610206366
60058487,11/30/2019,136276676
60058600,11/30/2019,76051976
60058711,11/30/2019,67947589
60059015,11/30/2019,2177084716
60059017,11/30/2019,1497878389
60059437,11/30/2019,18457757
60059849,11/30/2019,91405183
60059853,11/30/2019,167018215
60059868,11/30/2019,1990276236
60059951,11/30/2019,588454053
60059956,11/30/2019,361219471
60060101,11/30/2019,147273299
60060103,11/30/2019,702752860
60060109,11/30/2019,341869225
60060499,11/30/2019,7941791
60061997,11/30/2019,12440141
60063118,11/30/2019,769261176
60063199,11/30/2019,415286505
60063200,11/30/2019,38264393
60063201,11/30/2019,73392141
60063617,11/30/2019,477641059
60063626,11/30/2019,110511100
60063627,11/30/2019,517874316
60063628,11/30/2019,28328128
60063766,11/30/2019,487540400
60063771,11/30/2019,309557439
60063780,11/30/2019,795408131
60063905,11/30/2019,57362603
60063923,11/30/2019,488467941
60064054,11/30/2019,909574020
60064163,11/30/2019,23673720
60065077,11/30/2019,1633992648
60065079,11/30/2019,411504766
60065132,11/30/2019,66995622
60065197,11/30/2019,40391680
60065610,11/30/2019,297065344
60065621,11/30/2019,910440274
60065746,11/30/2019,8206917914
60066122,11/30/2019,149929992
60066411,11/30/2019,1338715296
60066416,11/30/2019,1541741540
60069289,11/30/2019,863765545
60069409,11/30/2019,1184487384
60069412,11/30/2019,234820421
60069422,11/30/2019,159201837
60069854,11/30/2019,471386763
60069855,11/30/2019,192424314
60069856,11/30/2019,93967418
60069857,11/30/2019,115158109
60069859,11/30/2019,124525703
60069860,11/30/2019,197046433
60069865,11/30/2019,723232200
60069962,11/30/2019,7148394641
60070075,11/30/2019,110287300
60070108,11/30/2019,134189676
60070110,11/30/2019,460058600
60070123,11/30/2019,219988369
60070126,11/30/2019,153892740
60070134,11/30/2019,350052300
60070147,11/30/2019,744690004
60070153,11/30/2019,1734901537
60070843,11/30/2019,666324018
60071203,11/30/2019,298685384
60071205,11/30/2019,209779293
60071208,11/30/2019,55467591
60071211,11/30/2019,1327932918
60071398,11/30/2019,341269588
60071415,11/30/2019,79525493
60072556,11/30/2019,52268013
60074160,11/30/2019,1183284400
60075848,11/30/2019,64930197
60075869,11/30/2019,46444920
60075870,11/30/2019,657086075
60076101,11/30/2019,134466034
60076148,11/30/2019,1166378395
60076348,11/30/2019,1672721225
60076350,11/30/2019,3130786621
60077008,11/30/2019,302935047
60077022,11/30/2019,1404980735
60077048,11/30/2019,1487797725
60077124,11/30/2019,41205509
60077234,11/30/2019,5356604048
60077361,11/30/2019,995073177
60077680,11/30/2019,19343100
60077885,11/30/2019,529702429
60078246,11/30/2019,379360258
60078292,11/30/2019,527449297
60078633,11/30/2019,187700609
60078765,11/30/2019,557688087
60078937,11/30/2019,847118065
60079078,11/30/2019,572687985
60079393,11/30/2019,64936071
60079766,11/30/2019,74872770
60080146,11/30/2019,487313176
60080420,11/30/2019,312837232
60080869,11/30/2019,2395389694
60081813,11/30/2019,108903202
60082941,11/30/2019,35666853
60083323,11/30/2019,1860954607
60085649,11/30/2019,923612363
60086560,11/30/2019,74811158
60086725,11/30/2019,1070985427
60087019,11/30/2019,14173272293
60087242,11/30/2019,3988249007
60088005,11/30/2019,159327551
60088523,11/30/2019,316763565
60089059,11/30/2019,2357557101
60089615,11/30/2019,377948391
60089643,11/30/2019,97477771
60089750,11/30/2019,210957204
60089911,11/30/2019,154471681
60090265,11/30/2019,1860369365
60090537,11/30/2019,884663271
60090986,11/30/2019,25950170
60091041,11/30/2019,106381401
60091042,11/30/2019,48275034
60091044,11/30/2019,1090735766
60091045,11/30/2019,185832248
60091047,11/30/2019,285605771
60091125,11/30/2019,828836636
60091225,11/30/2019,375321029
60091270,11/30/2019,71496260
60091473,11/30/2019,79349840
60091641,11/30/2019,975845220
60091647,11/30/2019,158397275
60091654,11/30/2019,19780361
60091674,11/30/2019,71722202
60091687,11/30/2019,903199784
60091819,11/30/2019,1345444161
60091987,11/30/2019,6530840096
60092305,11/30/2019,248311514
60093086,11/30/2019,1145663500
60093125,11/30/2019,524560290
60093187,11/30/2019,108819138
60093485,11/30/2019,94035500
60093732,11/30/2019,1641349352
60093972,11/30/2019,1911993786
60094021,11/30/2019,1007452997
60094022,11/30/2019,182685020
60095077,11/30/2019,234866016
60095845,11/30/2019,2283969319
60095863,11/30/2019,1218754100
60095899,11/30/2019,1682937125
60096717,11/30/2019,2499496057
60096934,11/30/2019,294222621
60097530,11/30/2019,374393665
60098709,11/30/2019,201677183
60098835,11/30/2019,257961076
60099782,11/30/2019,883692925
60100265,11/30/2019,87696766
60100575,11/30/2019,793746372
60100596,11/30/2019,109178448
60100735,11/30/2019,1071621715
60101101,11/30/2019,154593600
60101102,11/30/2019,138128600
60101103,11/30/2019,134462400
60101388,11/30/2019,229363640
60101389,11/30/2019,255154249
60101787,11/30/2019,411029416
60101788,11/30/2019,588157300
60101789,11/30/2019,107597562
61500928,11/30/2019,5810877
61501134,11/30/2019,4225486
63500259,11/30/2019,15802356
63500260,11/30/2019,9009210
63500269,11/30/2019,110512127
63500270,11/30/2019,138039604
63500271,11/30/2019,92393588
63500272,11/30/2019,294837626
63500273,11/30/2019,127686954
63500278,11/30/2019,15695056
63500279,11/30/2019,8446046
63500280,11/30/2019,68967327
63500287,11/30/2019,167267679
63500307,11/30/2019,20254990
63500322,11/30/2019,50017948
63500328,11/30/2019,22290652
63500337,11/30/2019,9136683
63500341,11/30/2019,12477559
63500343,11/30/2019,250307610
63500346,11/30/2019,7658113
63500347,11/30/2019,11315961
63500348,11/30/2019,1402576854
63500361,11/30/2019,9136390
63500362,11/30/2019,45047855
63500369,11/30/2019,3756242
63500374,11/30/2019,29255143
63500378,11/30/2019,2207467384
63500389,11/30/2019,19223742
63500438,11/30/2019,12452515
63500469,11/30/2019,29652051
63500483,11/30/2019,114860827
63500485,11/30/2019,22070734
63500504,11/30/2019,8401881
63500510,11/30/2019,92980762
63500523,11/30/2019,16992279
63500524,11/30/2019,61102167
63500559,11/30/2019,20933512
63500585,11/30/2019,86913405
63500595,11/30/2019,35745712
63500596,11/30/2019,103618816
63500598,11/30/2019,7975731
63500603,11/30/2019,55524195
63500619,11/30/2019,68176307
63500632,11/30/2019,32930534
63500634,11/30/2019,20116019
63500644,11/30/2019,50077538
63500654,11/30/2019,56085960
63500655,11/30/2019,5584375
63500762,11/30/2019,52623609
63500764,11/30/2019,4124929
63500787,11/30/2019,292649979
63500788,11/30/2019,11542968
