primary_code,t_date,fund size
60080869,12/31/2019,2563214992
60081813,12/31/2019,93593900
60082941,12/31/2019,35973019
60083323,12/31/2019,2019254376
60085649,12/31/2019,949919429
60086560,12/31/2019,66207926
60086725,12/31/2019,1060200058
60087019,12/31/2019,13976355179
60087242,12/31/2019,4178381582
60088005,12/31/2019,159427198
60088523,12/31/2019,316443639
60089059,12/31/2019,2425963392
60089615,12/31/2019,383894925
60089643,12/31/2019,99475307
60089750,12/31/2019,209506881
60089911,12/31/2019,124417710
60090164,12/31/2019,990808969
60090227,12/31/2019,4397846493
60090265,12/31/2019,1828104725
60090537,12/31/2019,896496953
60090986,12/31/2019,27326716
60091041,12/31/2019,105482846
60091042,12/31/2019,49358234
60091044,12/31/2019,1090068693
60091045,12/31/2019,196682768
60091047,12/31/2019,287220287
60091125,12/31/2019,855509084
60091225,12/31/2019,377801554
60091270,12/31/2019,79292320
60091473,12/31/2019,84392222
60091641,12/31/2019,946209146
60091647,12/31/2019,172953251
60091654,12/31/2019,18757821
60091674,12/31/2019,75045709
60091687,12/31/2019,950497875
60091819,12/31/2019,1322901716
60091987,12/31/2019,6142375773
60092305,12/31/2019,256127082
60092630,12/31/2019,2564381359
60093086,12/31/2019,1172128022
60093125,12/31/2019,537757618
60093187,12/31/2019,109020755
60093485,12/31/2019,202942400
60093732,12/31/2019,1682308164
60093972,12/31/2019,1906293092
60094021,12/31/2019,1022899382
60094022,12/31/2019,190279190
60095077,12/31/2019,259870940
60095845,12/31/2019,2306686423
60095863,12/31/2019,1241234201
60095899,12/31/2019,1705398817
60096717,12/31/2019,2719140388
60096934,12/31/2019,297984705
60097512,12/31/2019,961340030
60097530,12/31/2019,385248689
60097538,12/31/2019,1337766570
60098709,12/31/2019,204330439
60098835,12/31/2019,264277194
60099782,12/31/2019,906275566
60100265,12/31/2019,88173536
60100575,12/31/2019,857979386
60100596,12/31/2019,101554971
60100735,12/31/2019,1156481372
60101101,12/31/2019,158999000
60101102,12/31/2019,141504600
60101103,12/31/2019,139046000
60101388,12/31/2019,239759088
60101389,12/31/2019,266917472
60101787,12/31/2019,418816016
60101788,12/31/2019,646643200
60101789,12/31/2019,108026276
61500928,12/31/2019,5895669
61501134,12/31/2019,4247385
63500259,12/31/2019,16684959
63500260,12/31/2019,9484981
63500269,12/31/2019,122715335
63500270,12/31/2019,152561606
63500271,12/31/2019,103604564
63500272,12/31/2019,295753620
63500273,12/31/2019,119798581
63500278,12/31/2019,16345007
63500279,12/31/2019,8656690
63500280,12/31/2019,75999265
63500287,12/31/2019,148913300
63500307,12/31/2019,21033995
63500322,12/31/2019,52459584
63500328,12/31/2019,32274508
63500337,12/31/2019,9152564
63500341,12/31/2019,13050984
63500343,12/31/2019,274014211
63500346,12/31/2019,7701678
63500347,12/31/2019,12637877
63500348,12/31/2019,1144506454
63500361,12/31/2019,9436331
63500362,12/31/2019,46516544
63500369,12/31/2019,3878952
63500374,12/31/2019,29291733
63500378,12/31/2019,2208995489
63500389,12/31/2019,19782384
63500438,12/31/2019,12606254
63500469,12/31/2019,29684603
63500483,12/31/2019,115239509
63500485,12/31/2019,23056608
63500504,12/31/2019,8761008
63500510,12/31/2019,94422729
63500523,12/31/2019,17274283
63500524,12/31/2019,71307611
63500559,12/31/2019,22043994
63500585,12/31/2019,97623007
63500595,12/31/2019,36973708
63500596,12/31/2019,102837783
63500598,12/31/2019,8491573
63500603,12/31/2019,51187762
63500619,12/31/2019,69245181
63500632,12/31/2019,32747224
63500634,12/31/2019,21705676
63500644,12/31/2019,53091933
63500654,12/31/2019,56848354
63500655,12/31/2019,5385087
63500762,12/31/2019,51878126
63500764,12/31/2019,4164648
63500787,12/31/2019,296663319
63500788,12/31/2019,11898849
63500791,12/31/2019,11738135
63500797,12/31/2019,49867296
63500806,12/31/2019,46542605
63500812,12/31/2019,26083925
63500817,12/31/2019,22306757
63500821,12/31/2019,77950872
63500855,12/31/2019,12922202
63500866,12/31/2019,16192553
63500891,12/31/2019,74172420
63500908,12/31/2019,37108281
63500922,12/31/2019,310237770
63500923,12/31/2019,823964830
63500928,12/31/2019,670513890
63500973,12/31/2019,73376471
63500985,12/31/2019,27873978
63501050,12/31/2019,18979099
63501052,12/31/2019,27183334
63501062,12/31/2019,23783830
63501069,12/31/2019,19226470
63501071,12/31/2019,336924890
63501084,12/31/2019,44272614
63501115,12/31/2019,35341373
63501125,12/31/2019,90982666
63501126,12/31/2019,22618830
63501130,12/31/2019,172197361
65004461,12/31/2019,827680482
65006550,12/31/2019,390742563
65006654,12/31/2019,1357974632
65006658,12/31/2019,469933800
65006669,12/31/2019,5817141822
65007540,12/31/2019,453671683
65007542,12/31/2019,244219865
65008839,12/31/2019,67412984
65008914,12/31/2019,29582383
65009044,12/31/2019,808527380
65010031,12/31/2019,7104167
65010294,12/31/2019,56638862
65010302,12/31/2019,2331220363
65010314,12/31/2019,80929200
65010320,12/31/2019,811938581
65010326,12/31/2019,712566037
65010332,12/31/2019,149901545
65010347,12/31/2019,336320998
65010488,12/31/2019,5139623608
65010893,12/31/2019,368289219
65011029,12/31/2019,1151390967
65012524,12/31/2019,1698273451
65012534,12/31/2019,192717649
65012549,12/31/2019,672045286
65012551,12/31/2019,610541548
65012560,12/31/2019,362753576
65012855,12/31/2019,3995593107
65012856,12/31/2019,14903734832
65012857,12/31/2019,1831529928
65012930,12/31/2019,453370996
65012982,12/31/2019,981015270
65013140,12/31/2019,11222335
65013142,12/31/2019,20467285
65013143,12/31/2019,78765572
65013148,12/31/2019,87022323
65013149,12/31/2019,28060724
65013155,12/31/2019,9643846
65013156,12/31/2019,18507696
65013159,12/31/2019,238310667
65013167,12/31/2019,48883384
65013168,12/31/2019,31558667
65013169,12/31/2019,35135221
65013170,12/31/2019,410314470
65013171,12/31/2019,35104250
65013200,12/31/2019,8956894
65013220,12/31/2019,43363737
65013226,12/31/2019,251719800
65013227,12/31/2019,39502400
65013236,12/31/2019,37082838
65013237,12/31/2019,56656524
65013238,12/31/2019,8666663
65013239,12/31/2019,33386456
65013259,12/31/2019,14403464
65013260,12/31/2019,18193028
65013261,12/31/2019,37758149
65013262,12/31/2019,10523840
65013269,12/31/2019,28543700
65013271,12/31/2019,142422400
65013272,12/31/2019,44116300
65013280,12/31/2019,136456183
65013281,12/31/2019,15844742
65013282,12/31/2019,97401978
65013323,12/31/2019,10181366
65013325,12/31/2019,26067334
65013327,12/31/2019,18934440
65013329,12/31/2019,6558900
65013346,12/31/2019,17568110
65013347,12/31/2019,11680541
65013349,12/31/2019,5364975
65013351,12/31/2019,36408706
65013353,12/31/2019,29448879
65013354,12/31/2019,39337214
65013378,12/31/2019,7777879
65013379,12/31/2019,8384253
65013380,12/31/2019,23212554
65013382,12/31/2019,30642910
65013385,12/31/2019,10613103
65013404,12/31/2019,37351317
65013406,12/31/2019,86841818
65013407,12/31/2019,102854162
65013424,12/31/2019,14312492
65013427,12/31/2019,9938691
65013432,12/31/2019,9505369
65013433,12/31/2019,10902771
65013449,12/31/2019,19512638
65013453,12/31/2019,171740407
65013457,12/31/2019,12936234
65013458,12/31/2019,1052671853
65013480,12/31/2019,9390033
65013482,12/31/2019,14345120
65013483,12/31/2019,32328508
65013486,12/31/2019,9323628
65013494,12/31/2019,106097036
65013547,12/31/2019,29666026
65013548,12/31/2019,103022796
65013549,12/31/2019,210652979
65013559,12/31/2019,35038647
65013561,12/31/2019,48730403
65013763,12/31/2019,293802200
65013770,12/31/2019,39568271
65013773,12/31/2019,1040503138
65013779,12/31/2019,16118105
65013782,12/31/2019,11417626
65013784,12/31/2019,19408664
65013852,12/31/2019,21309438
65013854,12/31/2019,19375387
65013855,12/31/2019,210530648
65013858,12/31/2019,44214390
65013859,12/31/2019,30042918
65013862,12/31/2019,73502437
65013863,12/31/2019,30582625
65013866,12/31/2019,56823071
65013867,12/31/2019,74152417
65013868,12/31/2019,101723294
65013869,12/31/2019,21374632
65013870,12/31/2019,104498660
65013875,12/31/2019,16065041
65013876,12/31/2019,13103423
65013878,12/31/2019,188000953
65013879,12/31/2019,11874751
65013932,12/31/2019,71994728
65014473,12/31/2019,114201196
65015674,12/31/2019,2640443966
65015791,12/31/2019,8359387468
65015834,12/31/2019,192995724
65017186,12/31/2019,980727811
65017303,12/31/2019,59865891
65018007,12/31/2019,145493802
65019406,12/31/2019,184220469
65019416,12/31/2019,32393559
65019716,12/31/2019,932286278
65019717,12/31/2019,14359306
65019718,12/31/2019,20095313
65020185,12/31/2019,5013562236
65020216,12/31/2019,1669758414
65021758,12/31/2019,1471107
65022125,12/31/2019,588902500
65022208,12/31/2019,68092786
65022805,12/31/2019,1073079350
65022830,12/31/2019,265910457
65023513,12/31/2019,5512145
65023527,12/31/2019,88338381
65025352,12/31/2019,996916826
65025472,12/31/2019,422954172
65025832,12/31/2019,626109712
65028095,12/31/2019,1038766177
65029240,12/31/2019,3381833977
65029250,12/31/2019,2789676011
65029263,12/31/2019,43409915
65029342,12/31/2019,658039439
65029516,12/31/2019,502824320
65029878,12/31/2019,88075000
65030801,12/31/2019,195484214
65031874,12/31/2019,516666525
65031919,12/31/2019,100019252
65033060,12/31/2019,296167838
65034772,12/31/2019,120511320
65034802,12/31/2019,12268311367
65034803,12/31/2019,4340058957
65043286,12/31/2019,3031551694
65043421,12/31/2019,14880514
65052799,12/31/2019,143235225
65052842,12/31/2019,333503706
65052843,12/31/2019,465008662
65052844,12/31/2019,85000067
65052853,12/31/2019,367724092
65053820,12/31/2019,161776488
65053959,12/31/2019,1515008330
65054099,12/31/2019,19749482
65054130,12/31/2019,5353079396
65054727,12/31/2019,119172910
65055006,12/31/2019,3353308425
65055043,12/31/2019,265966780
65055922,12/31/2019,372125413
65058320,12/31/2019,771829861
65058354,12/31/2019,151009758
65058422,12/31/2019,666806231
65058433,12/31/2019,880404888
65058561,12/31/2019,217294085
65059266,12/31/2019,4418515643
65062883,12/31/2019,1749771254
65062968,12/31/2019,109091800
65064589,12/31/2019,136915158
65068057,12/31/2019,4065265271
65068114,12/31/2019,278155314
65068425,12/31/2019,2862099722
65070107,12/31/2019,579573598
65070158,12/31/2019,1444666727
65070161,12/31/2019,105364495
65070651,12/31/2019,205574937
65071396,12/31/2019,297668443
65071608,12/31/2019,5003231290
65072994,12/31/2019,482651834
65074009,12/31/2019,599471821
65076088,12/31/2019,673775328
65077243,12/31/2019,1093499416
65077245,12/31/2019,205602254
65077250,12/31/2019,1572762206
65077683,12/31/2019,13926127
65078279,12/31/2019,117719594
65080106,12/31/2019,154207478
65080108,12/31/2019,135997473
65080111,12/31/2019,11203300
65080114,12/31/2019,128709342
65080121,12/31/2019,23200998
65080122,12/31/2019,881158788
65080295,12/31/2019,740606787
65080366,12/31/2019,515695752
65082049,12/31/2019,117203747
65082432,12/31/2019,1842043714
65082439,12/31/2019,662961817
65082440,12/31/2019,4847256837
65082444,12/31/2019,772991463
65082483,12/31/2019,24349800
65082578,12/31/2019,2105060865
65082605,12/31/2019,135381663
65082636,12/31/2019,3831887480
65082803,12/31/2019,2284693505
65086493,12/31/2019,315629400
65086496,12/31/2019,79681498
65086562,12/31/2019,778205128
65086699,12/31/2019,75176832
65086829,12/31/2019,3047310689
65086832,12/31/2019,268556500
65086834,12/31/2019,77122248
65086841,12/31/2019,549027579
65090569,12/31/2019,1184368241
65094181,12/31/2019,844414517
65094258,12/31/2019,4336055453
65095566,12/31/2019,1647006128
65095610,12/31/2019,178995084
65095614,12/31/2019,177671818
65096114,12/31/2019,177430569
65096223,12/31/2019,1741137689
65096259,12/31/2019,174553043
65096559,12/31/2019,41006217
65098440,12/31/2019,410087500
65098455,12/31/2019,142632600
65098560,12/31/2019,229387597
65098608,12/31/2019,1528539409
65099711,12/31/2019,251304100
65101561,12/31/2019,1661010358
65101581,12/31/2019,659573159
65102078,12/31/2019,12907030
65102090,12/31/2019,27301673
65103378,12/31/2019,1913264344
65103580,12/31/2019,625287297
65103587,12/31/2019,584511658
65103593,12/31/2019,2220433050
65104034,12/31/2019,135429943
65104349,12/31/2019,154857343
65104358,12/31/2019,327893964
65105960,12/31/2019,166249332
65106003,12/31/2019,416582615
65106417,12/31/2019,426313538
65107202,12/31/2019,140345075
65107206,12/31/2019,1961983191
65107535,12/31/2019,2583805919
65110476,12/31/2019,1117089748
65116072,12/31/2019,1207195861
65116859,12/31/2019,21949191043
65116861,12/31/2019,1008127515
65121477,12/31/2019,1285725483
65121740,12/31/2019,381629651
65123696,12/31/2019,624071800
65123725,12/31/2019,1354421454
65124929,12/31/2019,572593931
65125928,12/31/2019,6228622007
65126785,12/31/2019,388755600
65132153,12/31/2019,1191736852
65133894,12/31/2019,320822424
65134180,12/31/2019,371795828
65134188,12/31/2019,533288057
65135954,12/31/2019,195861539
65136938,12/31/2019,43876697
65137283,12/31/2019,1275159189
65137460,12/31/2019,32147522218
65137475,12/31/2019,58963326
65137590,12/31/2019,951144134
65137616,12/31/2019,500442582
65143933,12/31/2019,37934192
65144427,12/31/2019,1698064129
65146163,12/31/2019,4764989950
65149534,12/31/2019,1637310825
65149547,12/31/2019,5277133111
65149594,12/31/2019,1793817397
65149909,12/31/2019,2813872057
65150319,12/31/2019,123803063
65154999,12/31/2019,265695054
68011621,12/31/2019,134899577
68012649,12/31/2019,2550543137
68013033,12/31/2019,282039612
68013374,12/31/2019,1433541434
68015801,12/31/2019,287826963
68022241,12/31/2019,419632458
68022740,12/31/2019,4021303
68022742,12/31/2019,82519841
68022743,12/31/2019,98662084
68022745,12/31/2019,14007974
68022746,12/31/2019,98366347
68022748,12/31/2019,75788385
68022751,12/31/2019,44552106
68022752,12/31/2019,3983720
68022753,12/31/2019,78872369
68022755,12/31/2019,123118700
68022756,12/31/2019,39908053
68022757,12/31/2019,50780293
68022758,12/31/2019,64665360
68022760,12/31/2019,28584344
68022762,12/31/2019,12146699
68022764,12/31/2019,15724795
68022765,12/31/2019,22183610
68022766,12/31/2019,10131086
68022768,12/31/2019,28868428
68022769,12/31/2019,15832689
68023362,12/31/2019,343497825
68024603,12/31/2019,409369154
68025128,12/31/2019,265029292
68025938,12/31/2019,392278257
68026389,12/31/2019,5788158100
68028987,12/31/2019,5371049211
68029541,12/31/2019,647143958
68033717,12/31/2019,357607789
68034131,12/31/2019,30205802
68035995,12/31/2019,3024013036
68036262,12/31/2019,2560869120
68036673,12/31/2019,270698
68037570,12/31/2019,4166519296
68039783,12/31/2019,254613814
68040255,12/31/2019,60252342
68042434,12/31/2019,246545500
68043877,12/31/2019,91146981
68043906,12/31/2019,503346480
68044212,12/31/2019,27403662
68044213,12/31/2019,27587811
68044214,12/31/2019,22473246
68044215,12/31/2019,57451740
68044218,12/31/2019,149909968
68044222,12/31/2019,6225908
68044223,12/31/2019,23806397
68044224,12/31/2019,15690160
68044226,12/31/2019,20685973
68044230,12/31/2019,11616602
68044231,12/31/2019,43633207
68044233,12/31/2019,45248073
68044235,12/31/2019,14938627
68044236,12/31/2019,4688852
68044237,12/31/2019,19147851
68044238,12/31/2019,43627470
68044240,12/31/2019,48642033
68044242,12/31/2019,148560339
68044244,12/31/2019,223257072
68044246,12/31/2019,9475732
68044248,12/31/2019,9172280
68044249,12/31/2019,4268490
68044250,12/31/2019,6577220
68044253,12/31/2019,35908350
68044255,12/31/2019,34389255
68044256,12/31/2019,11139476
68044258,12/31/2019,7167827
68044260,12/31/2019,14896728
68045804,12/31/2019,222442632
68045856,12/31/2019,3084134602
68047698,12/31/2019,29278595
68048509,12/31/2019,36544912
68048864,12/31/2019,1357162479
68051504,12/31/2019,3859124930
68051778,12/31/2019,1481679113
68052443,12/31/2019,43206839
68052460,12/31/2019,33126736
68052464,12/31/2019,1664673058
68052471,12/31/2019,85236731
68054331,12/31/2019,4504513139
68055631,12/31/2019,9501195659
68055824,12/31/2019,2191860147
68055839,12/31/2019,2111485873
68057390,12/31/2019,1827481853
68057394,12/31/2019,2196852862
68058363,12/31/2019,1274896856
68059463,12/31/2019,583960865
68061762,12/31/2019,1683468098
68061850,12/31/2019,952759267
68064389,12/31/2019,148646878
68064477,12/31/2019,1125453172
68065206,12/31/2019,75698493
68068264,12/31/2019,4702297
68068266,12/31/2019,41895892
68068267,12/31/2019,15402672
68068269,12/31/2019,17763076
68068270,12/31/2019,99437170
68068274,12/31/2019,13685780
68068275,12/31/2019,10254125
68068276,12/31/2019,13248157
68068282,12/31/2019,89537749
68068283,12/31/2019,72296094
68068285,12/31/2019,143241780
68068288,12/31/2019,6646790
68068292,12/31/2019,24059206
68068294,12/31/2019,46650314
68068295,12/31/2019,4624373
68068300,12/31/2019,74579497
68068301,12/31/2019,137825676
68068302,12/31/2019,16140943
68068304,12/31/2019,58546895
68068308,12/31/2019,11627192
68068311,12/31/2019,16332944
68068389,12/31/2019,556950232
68068390,12/31/2019,70296259
68069224,12/31/2019,134882797
68076913,12/31/2019,1350969453
68080060,12/31/2019,509424568
68080080,12/31/2019,9492904776
68080110,12/31/2019,6094949081
68081541,12/31/2019,2427562863
68083852,12/31/2019,233785296
68084633,12/31/2019,1686672600
68084636,12/31/2019,2047288693
68084637,12/31/2019,72231300
68084641,12/31/2019,6592921917
68086632,12/31/2019,3244523044
68087382,12/31/2019,256922620
68087557,12/31/2019,960551662
68089101,12/31/2019,3559494269
68090809,12/31/2019,833312016
68090829,12/31/2019,4425684662
68091704,12/31/2019,1407742050
68092929,12/31/2019,1762290200
68093875,12/31/2019,481648438
68093885,12/31/2019,142375681
68095214,12/31/2019,4908721330
68095420,12/31/2019,12465349
68095423,12/31/2019,79090139
68095424,12/31/2019,296165266
68095425,12/31/2019,37619581
68095428,12/31/2019,231270767
68095430,12/31/2019,9127473
68095431,12/31/2019,72013319
68095434,12/31/2019,8198472
68095435,12/31/2019,16075955
68095436,12/31/2019,9733269
68095438,12/31/2019,103073190
68095441,12/31/2019,344824142
68095444,12/31/2019,3981863
68095446,12/31/2019,148136793
68095448,12/31/2019,38579131
68095449,12/31/2019,28132794
68095453,12/31/2019,22211078
68095459,12/31/2019,15212383
68095460,12/31/2019,19420603
68095461,12/31/2019,728528956
68095466,12/31/2019,31031782
68095468,12/31/2019,21218753
68100898,12/31/2019,111888146
68105570,12/31/2019,1711800179
68107914,12/31/2019,536334791
68107928,12/31/2019,1470203716
68115291,12/31/2019,584021223
68115305,12/31/2019,525870890
68121227,12/31/2019,414988622
68121915,12/31/2019,535627986
68121922,12/31/2019,40720487
68121925,12/31/2019,1587028987
68123676,12/31/2019,149528458
68124011,12/31/2019,1094142341
68125898,12/31/2019,708552444
68131649,12/31/2019,899709802
68131652,12/31/2019,2386237818
68131655,12/31/2019,107115274
68131661,12/31/2019,72030529
68132758,12/31/2019,4852295966
68133981,12/31/2019,183445639
68135531,12/31/2019,392499461
68135659,12/31/2019,3571088924
68136345,12/31/2019,29215248907
68137150,12/31/2019,882855395
68143203,12/31/2019,901787940
68144006,12/31/2019,228148382
68144007,12/31/2019,46750222
68144009,12/31/2019,9845960
68144016,12/31/2019,51213462
68144018,12/31/2019,108367749
68144021,12/31/2019,109601071
68144022,12/31/2019,17635391
68144023,12/31/2019,6704745
68144026,12/31/2019,18431063
68144032,12/31/2019,69189211
68144034,12/31/2019,264339988
68144038,12/31/2019,79578751
68144040,12/31/2019,11981174
68144041,12/31/2019,11015006
68144042,12/31/2019,12558585
68144046,12/31/2019,7739251
68144049,12/31/2019,93065378
68144051,12/31/2019,20847711
68145048,12/31/2019,224940011
68147294,12/31/2019,610289380
68147505,12/31/2019,24148734
68147686,12/31/2019,2488331402
68149283,12/31/2019,909141896
68150047,12/31/2019,2847342905
68150991,12/31/2019,1564551888
68151443,12/31/2019,8118806035
68151797,12/31/2019,1776691100
68154438,12/31/2019,717412029
68154839,12/31/2019,89823761
68156671,12/31/2019,201251302
68161091,12/31/2019,964836922
68161781,12/31/2019,363715412
68162543,12/31/2019,763499945
68163181,12/31/2019,1531933634
68163763,12/31/2019,1253301000
68163782,12/31/2019,2866996779
68165056,12/31/2019,241885569
68165299,12/31/2019,283219642
68166361,12/31/2019,1423193103
68168584,12/31/2019,1190924954
68168589,12/31/2019,57445483
68168590,12/31/2019,38489263
68168599,12/31/2019,9541356
68168601,12/31/2019,8156547
68168603,12/31/2019,12399106
68168607,12/31/2019,14245510
68168611,12/31/2019,45441335
68168616,12/31/2019,14389329
68168621,12/31/2019,461233949
68168622,12/31/2019,47118548
68168625,12/31/2019,21255683
68168629,12/31/2019,10078462
68168631,12/31/2019,51810543
68168649,12/31/2019,585083906
68175976,12/31/2019,1656204754
68176322,12/31/2019,250744910
68179506,12/31/2019,3508437635
68186752,12/31/2019,3636836788
68186829,12/31/2019,1307151492
68186886,12/31/2019,536495917
68201514,12/31/2019,215852427
68202534,12/31/2019,542511218
68205147,12/31/2019,11528516
68205186,12/31/2019,10420485264
68205847,12/31/2019,169805507
68206276,12/31/2019,14886335
68210717,12/31/2019,823358155
68215502,12/31/2019,7280314
68215503,12/31/2019,10806290
68215514,12/31/2019,158068849
68215515,12/31/2019,19532660
68215517,12/31/2019,39702832
68215521,12/31/2019,34897050
68215522,12/31/2019,75251479
68215523,12/31/2019,39589814
68215524,12/31/2019,56541621
68215525,12/31/2019,52315663
68215531,12/31/2019,13588166
68215532,12/31/2019,195449241
68215536,12/31/2019,13005958
68215537,12/31/2019,28356924
68215541,12/31/2019,75109815
68215547,12/31/2019,48407789
68215549,12/31/2019,40802572
68215690,12/31/2019,154339309
68216008,12/31/2019,3202012755
68216182,12/31/2019,267899434
68226499,12/31/2019,1300467584
68226713,12/31/2019,241971917
68228683,12/31/2019,372372681
68229362,12/31/2019,276684640
68230021,12/31/2019,373415567
68230045,12/31/2019,533895957
68232899,12/31/2019,846772266
68233828,12/31/2019,403727533
68233832,12/31/2019,307327659
68236457,12/31/2019,518308262
68239258,12/31/2019,529226308
68239541,12/31/2019,10950403
68239544,12/31/2019,32896022
68239545,12/31/2019,12821738
68239566,12/31/2019,10688408
68239572,12/31/2019,44785614
68239574,12/31/2019,953033781
68239576,12/31/2019,84842371
68239578,12/31/2019,18398573
68239580,12/31/2019,25139304
68239581,12/31/2019,25797213
68239582,12/31/2019,252811731
68239585,12/31/2019,64368546
68239589,12/31/2019,97496590
68239594,12/31/2019,38144594
68239595,12/31/2019,3810354
68239598,12/31/2019,5179773
68239606,12/31/2019,33680894
68239610,12/31/2019,288719638
68239614,12/31/2019,3466221
68239616,12/31/2019,7953619
68239620,12/31/2019,22222735
68239622,12/31/2019,4416013
68239625,12/31/2019,34995309
68239627,12/31/2019,825086358
68239634,12/31/2019,17691968
68239635,12/31/2019,9044002
68239636,12/31/2019,32163506
68239639,12/31/2019,381474342
68239650,12/31/2019,4167211
68239651,12/31/2019,91596307
68239664,12/31/2019,85648603
68241650,12/31/2019,325930305
68243330,12/31/2019,1568628254
68243439,12/31/2019,395991300
68243444,12/31/2019,980451152
68244397,12/31/2019,608356000
68245759,12/31/2019,1461861484
68249582,12/31/2019,1085916231
68252228,12/31/2019,2144191539
68254121,12/31/2019,568060000
68258420,12/31/2019,327669725
68258597,12/31/2019,2032479510
68262468,12/31/2019,2302395443
68265845,12/31/2019,2220308790
68268562,12/31/2019,1536411709
68269872,12/31/2019,150765210
68271287,12/31/2019,382986222
68272777,12/31/2019,472054936
68272926,12/31/2019,493537799
68274667,12/31/2019,436386718
68277482,12/31/2019,269391983
68277511,12/31/2019,235186735
68277662,12/31/2019,277698606
68277730,12/31/2019,467029303
68278054,12/31/2019,12757582
68278059,12/31/2019,12791779
68278072,12/31/2019,504015273
68278084,12/31/2019,10994339
68278088,12/31/2019,31335723
68278089,12/31/2019,2013096967
68278090,12/31/2019,8551125
68278104,12/31/2019,21874299
68278112,12/31/2019,603069073
68278113,12/31/2019,21064526
68278114,12/31/2019,50494014
68278115,12/31/2019,32119244
68278122,12/31/2019,22626661
68278130,12/31/2019,6933130
68278137,12/31/2019,15041235
68278141,12/31/2019,14857066
68278150,12/31/2019,46995580
68278960,12/31/2019,5097807469
68283266,12/31/2019,663301108
68283912,12/31/2019,8014005
68290411,12/31/2019,864355722
68292828,12/31/2019,60180068
68293460,12/31/2019,30609541
68293629,12/31/2019,33025902
68301560,12/31/2019,1074138405
68302712,12/31/2019,118443900
68303084,12/31/2019,20757095
68303149,12/31/2019,961959711
68303822,12/31/2019,6985948
68304674,12/31/2019,408232812
68305122,12/31/2019,236819043
68305123,12/31/2019,4129378
68305128,12/31/2019,8815416
68305747,12/31/2019,33594743
68308015,12/31/2019,40557007
68308029,12/31/2019,29157853
68308039,12/31/2019,52309758
68308269,12/31/2019,536711736
68308815,12/31/2019,1217117219
68308880,12/31/2019,939406420
68309185,12/31/2019,17967509
68311471,12/31/2019,18332795
68311719,12/31/2019,1060217865
68312764,12/31/2019,82281765
68313003,12/31/2019,956532106
68313004,12/31/2019,18939754
68314963,12/31/2019,8671538
68315166,12/31/2019,45657436
68315168,12/31/2019,10716450
68316560,12/31/2019,30634594
68316631,12/31/2019,357481255
68316634,12/31/2019,91195625
68317662,12/31/2019,10025062
68318978,12/31/2019,260178663
68320229,12/31/2019,98832615
68320419,12/31/2019,2369116306
68320798,12/31/2019,17211645
68324555,12/31/2019,2773434
68327831,12/31/2019,293761015
68328400,12/31/2019,4648945
68328800,12/31/2019,348414143
68329397,12/31/2019,253496868
68329435,12/31/2019,642821976
68330396,12/31/2019,57800888
68331126,12/31/2019,335561243
68331596,12/31/2019,6777986
68331598,12/31/2019,10084706
68331909,12/31/2019,254620366
68332696,12/31/2019,28928801
68333192,12/31/2019,5551125
68334992,12/31/2019,214958683
68335247,12/31/2019,47737518
68335558,12/31/2019,54862047
68335688,12/31/2019,20032607
68336011,12/31/2019,674461903
68338240,12/31/2019,20280960
68338303,12/31/2019,76573320
68338814,12/31/2019,1269634634
68339498,12/31/2019,4085776
68339980,12/31/2019,5683629994
68340074,12/31/2019,14140387
68341220,12/31/2019,12250473
68341799,12/31/2019,88765213
68341816,12/31/2019,343245469
68342643,12/31/2019,751293807
68343000,12/31/2019,3868038
68343003,12/31/2019,103536896
68343005,12/31/2019,87169124
68343069,12/31/2019,19235122
68344266,12/31/2019,271718332
68345268,12/31/2019,15658899
68345313,12/31/2019,3064864897
68345415,12/31/2019,97294064
68345417,12/31/2019,5508038
68345418,12/31/2019,70750201
68345788,12/31/2019,8004097
68345806,12/31/2019,7099487
68348704,12/31/2019,4243224
68348707,12/31/2019,18815902
68349731,12/31/2019,2067396404
68350172,12/31/2019,5383411
68351010,12/31/2019,8347957
68351045,12/31/2019,92092554
68351512,12/31/2019,9621308
68351513,12/31/2019,9540572
68352709,12/31/2019,12420862
68352710,12/31/2019,14040309
68352711,12/31/2019,3496535
68355434,12/31/2019,3820510
68358067,12/31/2019,49384170
68358085,12/31/2019,88761963
68358310,12/31/2019,45575731
68358784,12/31/2019,10522255
68358798,12/31/2019,15037880
68358936,12/31/2019,472054936
68360449,12/31/2019,450821123
68361079,12/31/2019,30914694
68361097,12/31/2019,276616787
68361098,12/31/2019,7916079
68361147,12/31/2019,15323241
68361314,12/31/2019,1483654068
68364205,12/31/2019,1790129700
68364515,12/31/2019,43366260
68365965,12/31/2019,244737322
68365999,12/31/2019,461154354
68366030,12/31/2019,22289360
68366358,12/31/2019,4529736
68366359,12/31/2019,1078298
68366360,12/31/2019,1875005
68366578,12/31/2019,13963148
68368037,12/31/2019,23242236
68368190,12/31/2019,39670330
68368528,12/31/2019,7418112
68368785,12/31/2019,120015235
68370088,12/31/2019,223798648
68370160,12/31/2019,400984544
68370336,12/31/2019,430925158
68370620,12/31/2019,7430735
68370624,12/31/2019,5780260
68370649,12/31/2019,20256490
68370730,12/31/2019,543484088
68370938,12/31/2019,1088376339
68371777,12/31/2019,29964661
68372832,12/31/2019,7958431
68374165,12/31/2019,169069556
